Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
CP009978.1	950217	951059	2	plus	ABC transporter permease			protein-coding			ALR18061.1	ABC transporter permease	280	PN96_19105
CP009978.1	951062	952246	2	plus	ABC transporter ATP-binding protein			protein-coding			ALR18062.1	ABC transporter ATP-binding protein	394	PN96_19110
CP009978.1	952346	953128	2	minus	hypothetical protein			protein-coding			ALR18063.1	hypothetical protein	260	PN96_19115
CP009978.1	953138	954517	2	minus	serine protease			protein-coding			ALR18064.1	serine protease	459	PN96_19120
CP009978.1	954704	957427	2	minus	diguanylate cyclase			protein-coding			ALR18877.1	diguanylate cyclase	907	PN96_19125
CP009978.1	957717	957839	2	plus	membrane protein			protein-coding			ALR18065.1	membrane protein	40	PN96_19130
CP009978.1	957921	958388	2	plus	peroxiredoxin			protein-coding			ALR18066.1	peroxiredoxin	155	PN96_19135
CP009978.1	958568	959578	2	plus	hypothetical protein			protein-coding			ALR18067.1	hypothetical protein	336	PN96_19140
CP009978.1	959586	960446	2	plus	sterol desaturase			protein-coding			ALR18068.1	sterol desaturase	286	PN96_19145
CP009978.1	960623	961267	2	minus	transcriptional regulator NarL			protein-coding			ALR18878.1	transcriptional regulator NarL	214	PN96_19150
CP009978.1	961377	963131	2	minus	serine/threonine protein kinase			protein-coding			ALR18069.1	serine/threonine protein kinase	584	PN96_19155
CP009978.1	963305	964774	2	minus	MFS transporter			protein-coding			ALR18070.1	MFS transporter	489	PN96_19160
CP009978.1	964864	965190	2	minus	nitrite reductase			protein-coding			ALR18071.1	nitrite reductase	108	PN96_19165
CP009978.1	965226	967766	2	minus	nitrite reductase			protein-coding			ALR18072.1	nitrite reductase	846	PN96_19170
CP009978.1	967810	968619	2	minus	uroporphyrin-III methyltransferase			protein-coding			ALR18879.1	uroporphyrin-III methyltransferase	269	PN96_19175
CP009978.1	969009	971498	2	plus	nitrate reductase			protein-coding			ALR18073.1	nitrate reductase	829	PN96_19180
CP009978.1	971735	972616	2	plus	nitrogenase reductase	nifH		protein-coding			ALR18074.1	nitrogenase reductase	293	PN96_19185
CP009978.1	972672	974138	2	plus	nitrogenase molybdenum-iron protein subunit alpha			protein-coding			ALR18075.1	nitrogenase molybdenum-iron protein subunit alpha	488	PN96_19190
CP009978.1	974226	975797	2	plus	nitrogenase molybdenum-iron protein subunit beta			protein-coding			ALR18076.1	nitrogenase molybdenum-iron protein subunit beta	523	PN96_19195
CP009978.1	975923	976141	2	plus	protein NifT			protein-coding			ALR18077.1	protein NifT	72	PN96_19200
CP009978.1	976155	976844	2	plus	dinitrogenase iron-molybdenum cofactor			protein-coding			ALR18078.1	dinitrogenase iron-molybdenum cofactor	229	PN96_19205
CP009978.1	976837	977136	2	plus	hypothetical protein			protein-coding			ALR18079.1	hypothetical protein	99	PN96_19210
CP009978.1	977286	978704	2	plus	nitrogenase iron-molybdenum cofactor biosynthesis protein NifE			protein-coding			ALR18080.1	nitrogenase iron-molybdenum cofactor biosynthesis protein NifE	472	PN96_19215
CP009978.1	978706	980076	2	plus	nitrogenase molybdenum-cofactor biosynthesis protein NifN			protein-coding			ALR18081.1	nitrogenase molybdenum-cofactor biosynthesis protein NifN	456	PN96_19220
CP009978.1	980073	980552	2	plus	NifX protein			protein-coding			ALR18082.1	NifX protein	159	PN96_19225
CP009978.1	980566	980865	2	plus	ferredoxin			protein-coding			ALR18880.1	ferredoxin	99	PN96_19230
CP009978.1	981120	982010	2	plus	nitrogen fixation protein NifU			protein-coding			ALR18083.1	nitrogen fixation protein NifU	296	PN96_19235
CP009978.1	982000	983232	2	plus	cysteine desulfurase			protein-coding			ALR18084.1	cysteine desulfurase	410	PN96_19240
CP009978.1	983243	984385	2	plus	homocitrate synthase			protein-coding			ALR18085.1	homocitrate synthase	380	PN96_19245
CP009978.1	984412	984705	2	plus	hypothetical protein			protein-coding			ALR18086.1	hypothetical protein	97	PN96_19250
CP009978.1	984710	985162	2	plus	NifZ family protein			protein-coding			ALR18087.1	NifZ family protein	150	PN96_19255
CP009978.1	985173	986009	2	plus	peptidylprolyl isomerase			protein-coding			ALR18088.1	peptidylprolyl isomerase	278	PN96_19260
CP009978.1	986014	986763	2	plus	molybdate ABC transporter substrate-binding protein			protein-coding			ALR18089.1	molybdate ABC transporter substrate-binding protein	249	PN96_19265
CP009978.1	986787	987455	2	plus	molybdenum ABC transporter permease			protein-coding			ALR18090.1	molybdenum ABC transporter permease	222	PN96_19270
CP009978.1	987526	988599	2	plus	molybdenum ABC transporter ATPase			protein-coding			ALR18881.1	molybdenum ABC transporter ATPase	357	PN96_19275
CP009978.1	989013	989912	2	minus	chemotaxis protein			protein-coding			ALR18091.1	chemotaxis protein	299	PN96_19280
CP009978.1	990755	993199	2	plus	endonuclease/exonuclease/phosphatase			pseudogene						PN96_19285
CP009978.1	993544	994452	2	minus	LysR family transcriptional regulator			protein-coding			ALR18092.1	LysR family transcriptional regulator	302	PN96_19290
CP009978.1	994575	995468	2	plus	membrane protein			protein-coding			ALR18093.1	membrane protein	297	PN96_19295
CP009978.1	995567	996049	2	minus	gluconate kinase			protein-coding			ALR18094.1	gluconate kinase	160	PN96_19300
CP009978.1	996084	997418	2	minus	C4-dicarboxylate ABC transporter permease			protein-coding			ALR18882.1	C4-dicarboxylate ABC transporter permease	444	PN96_19305
CP009978.1	997513	998061	2	minus	C4-dicarboxylate ABC transporter permease			protein-coding			ALR18095.1	C4-dicarboxylate ABC transporter permease	182	PN96_19310
CP009978.1	998115	999131	2	minus	C4-dicarboxylate ABC transporter substrate-binding protein			protein-coding			ALR18096.1	C4-dicarboxylate ABC transporter substrate-binding protein	338	PN96_19315
CP009978.1	999415	1000056	2	plus	leucine export protein LeuE			protein-coding			ALR18097.1	leucine export protein LeuE	213	PN96_19320
CP009978.1	1000333	1001544	2	plus	hypothetical protein			protein-coding			ALR18098.1	hypothetical protein	403	PN96_19325
CP009978.1	1001686	1002096	2	minus	hypothetical protein			protein-coding			ALR18099.1	hypothetical protein	136	PN96_19330
CP009978.1	1002364	1002576	2	minus	cold-shock protein			protein-coding			ALR18100.1	cold-shock protein	70	PN96_19335
CP009978.1	1002891	1003415	2	minus	nitrogen fixation protein NifQ			protein-coding			ALR18101.1	nitrogen fixation protein NifQ	174	PN96_19340
CP009978.1	1003653	1004741	2	minus	nitrogenase cofactor biosynthesis protein NifB			protein-coding			ALR18102.1	nitrogenase cofactor biosynthesis protein NifB	362	PN96_19345
CP009978.1	1005120	1006718	2	minus	ATPase AAA			protein-coding			ALR18103.1	ATPase AAA	532	PN96_19350
CP009978.1	1006715	1008256	2	minus	nitrogen fixation protein NifL			protein-coding			ALR18104.1	nitrogen fixation protein NifL	513	PN96_19355
CP009978.1	1008552	1009127	2	plus	electron transporter RnfA			protein-coding			ALR18105.1	electron transporter RnfA	191	PN96_19360
CP009978.1	1009141	1009668	2	plus	electron transporter RnfB			protein-coding			ALR18106.1	electron transporter RnfB	175	PN96_19365
CP009978.1	1009678	1011255	2	plus	electron transporter RnfC			protein-coding			ALR18107.1	electron transporter RnfC	525	PN96_19370
CP009978.1	1011252	1012247	2	plus	RnfABCDGE type electron transport complex subunit D			protein-coding			ALR18108.1	RnfABCDGE type electron transport complex subunit D	331	PN96_19375
CP009978.1	1012250	1012858	2	plus	electron transport complex subunit G			protein-coding			ALR18109.1	electron transport complex subunit G	202	PN96_19380
CP009978.1	1012851	1013531	2	plus	electron transport complex RsxE subunit			protein-coding			ALR18110.1	electron transport complex RsxE subunit	226	PN96_19385
CP009978.1	1013534	1013800	2	plus	protein RnfH			protein-coding			ALR18111.1	protein RnfH	88	PN96_19390
CP009978.1	1013937	1014473	2	plus	flavodoxin			protein-coding			ALR18112.1	flavodoxin	178	PN96_19395
CP009978.1	1014897	1015466	2	plus	hypothetical protein			protein-coding			ALR18113.1	hypothetical protein	189	PN96_19400
CP009978.1	1015533	1015796	2	plus	transposase			protein-coding			ALR18114.1	transposase	87	PN96_19405
CP009978.1	1016168	1016665	2	plus	integrase			protein-coding			ALR18115.1	integrase	165	PN96_19410
CP009978.1	1017053	1018405	2	minus	RND transporter			protein-coding			ALR18116.1	RND transporter	450	PN96_19415
CP009978.1	1018407	1021505	2	minus	multidrug transporter			protein-coding			ALR18117.1	multidrug transporter	1032	PN96_19420
CP009978.1	1021565	1022668	2	minus	RND transporter			pseudogene						PN96_19425
CP009978.1	1022882	1024051	2	minus	hypothetical protein			protein-coding			ALR18883.1	hypothetical protein	389	PN96_19430
CP009978.1	1024175	1025056	2	plus	hypothetical protein			protein-coding			ALR18118.1	hypothetical protein	293	PN96_19435
CP009978.1	1025207	1026091	2	minus	LysR family transcriptional regulator			protein-coding			ALR18119.1	LysR family transcriptional regulator	294	PN96_19440
CP009978.1	1026186	1027133	2	plus	transporter			protein-coding			ALR18120.1	transporter	315	PN96_19445
CP009978.1	1027429	1028268	2	plus	beta-glucoside bgl operon antiterminator BglG family protein			protein-coding			ALR18121.1	beta-glucoside bgl operon antiterminator BglG family protein	279	PN96_19450
CP009978.1	1028373	1030283	2	plus	PTS beta-glucoside transporter subunit IIA			protein-coding			ALR18122.1	PTS beta-glucoside transporter subunit IIA	636	PN96_19455
CP009978.1	1030309	1031778	2	plus	aryl-phospho-beta-D-glucosidase			protein-coding			ALR18123.1	aryl-phospho-beta-D-glucosidase	489	PN96_19460
CP009978.1	1031966	1033567	2	minus	malate:quinone oxidoreductase			protein-coding			ALR18124.1	malate:quinone oxidoreductase	533	PN96_19465
CP009978.1	1033975	1035408	2	minus	aspartate ammonia-lyase	aspA		protein-coding			ALR18125.1	aspartate ammonia-lyase	477	PN96_19470
CP009978.1	1035611	1037104	2	minus	proline:sodium symporter PutP			protein-coding			ALR18126.1	proline:sodium symporter PutP	497	PN96_19475
CP009978.1	1037171	1037860	2	minus	hypothetical protein			protein-coding			ALR18127.1	hypothetical protein	229	PN96_19480
CP009978.1	1037863	1041009	2	minus	pyrroline-5-carboxylate dehydrogenase			protein-coding			ALR18884.1	pyrroline-5-carboxylate dehydrogenase	1048	PN96_19485
CP009978.1	1041197	1042000	2	minus	AraC family transcriptional regulator			protein-coding			ALR18885.1	AraC family transcriptional regulator	267	PN96_19490
CP009978.1	1042236	1042739	2	minus	hypothetical protein			pseudogene						PN96_19495
CP009978.1	1043432	1043764	2	minus	hypothetical protein			pseudogene						PN96_19500
CP009978.1	1044360	1046081	2	minus	hypothetical protein			protein-coding			ALR18128.1	hypothetical protein	573	PN96_19505
CP009978.1	1046555	1047895	2	minus	aminotransferase			protein-coding			ALR18129.1	aminotransferase	446	PN96_19510
CP009978.1	1048006	1048842	2	minus	LysR family transcriptional regulator			protein-coding			ALR18130.1	LysR family transcriptional regulator	278	PN96_19515
CP009978.1	1049005	1050549	2	plus	aldehyde dehydrogenase			protein-coding			ALR18131.1	aldehyde dehydrogenase	514	PN96_19520
CP009978.1	1050732	1051526	2	plus	succinyldiaminopimelate aminotransferase			protein-coding			ALR18132.1	succinyldiaminopimelate aminotransferase	264	PN96_19525
CP009978.1	1051601	1053949	2	minus	hypothetical protein			protein-coding			ALR18133.1	hypothetical protein	782	PN96_19530
CP009978.1	1053963	1054745	2	minus	hypothetical protein			protein-coding			ALR18134.1	hypothetical protein	260	PN96_19535
CP009978.1	1054757	1055485	2	minus	transcriptional regulatory protein AruR			protein-coding			ALR18135.1	transcriptional regulatory protein AruR	242	PN96_19540
CP009978.1	1056138	1057439	2	plus	hypothetical protein			protein-coding			ALR18886.1	hypothetical protein	433	PN96_19545
CP009978.1	1057474	1058991	2	plus	sodium:proton antiporter			protein-coding			ALR18136.1	sodium:proton antiporter	505	PN96_19550
CP009978.1	1059058	1060353	2	plus	hypothetical protein			protein-coding			ALR18137.1	hypothetical protein	431	PN96_19555
CP009978.1	1060528	1061205	2	minus	GntR family transcriptional regulator			protein-coding			ALR18138.1	GntR family transcriptional regulator	225	PN96_19560
CP009978.1	1061247	1062248	2	minus	hydroxyproline-2-epimerase			protein-coding			ALR18139.1	hydroxyproline-2-epimerase	333	PN96_19565
CP009978.1	1062432	1063682	2	plus	FAD-dependent oxidoreductase			protein-coding			ALR18140.1	FAD-dependent oxidoreductase	416	PN96_19570
CP009978.1	1063844	1065289	2	plus	antiporter			protein-coding			ALR18141.1	antiporter	481	PN96_19575
CP009978.1	1065400	1066275	2	plus	dihydrodipicolinate synthase			protein-coding			ALR18142.1	dihydrodipicolinate synthase	291	PN96_19580
CP009978.1	1066286	1067782	2	plus	gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase			protein-coding			ALR18143.1	gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase	498	PN96_19585
CP009978.1	1067994	1069196	2	minus	major facilitator transporter			protein-coding			ALR18144.1	major facilitator transporter	400	PN96_19590
CP009978.1	1069432	1070358	2	minus	membrane protein			protein-coding			ALR18145.1	membrane protein	308	PN96_19595
CP009978.1	1070468	1071247	2	plus	AraC family transcriptional regulator			protein-coding			ALR18887.1	AraC family transcriptional regulator	259	PN96_19600
CP009978.1	1071290	1071772	2	minus	AsnC family transcriptional regulator			protein-coding			ALR18146.1	AsnC family transcriptional regulator	160	PN96_19605
CP009978.1	1071996	1073660	2	plus	2-isopropylmalate synthase			protein-coding			ALR18147.1	2-isopropylmalate synthase	554	PN96_19610
CP009978.1	1074094	1074858	2	plus	hypothetical protein			protein-coding			ALR18148.1	hypothetical protein	254	PN96_19615
CP009978.1	1075393	1075695	2	plus	hypothetical protein			protein-coding			ALR18149.1	hypothetical protein	100	PN96_19620
CP009978.1	1076075	1076956	2	minus	membrane protein			protein-coding			ALR18150.1	membrane protein	293	PN96_19625
CP009978.1	1077279	1077716	2	plus	MerR family transcriptional regulator			protein-coding			ALR18888.1	MerR family transcriptional regulator	145	PN96_19630
CP009978.1	1078461	1079639	2	minus	integrase			protein-coding			ALR18151.1	integrase	392	PN96_19635
CP009978.1	1079653	1079865	2	minus	hypothetical protein			protein-coding			ALR18152.1	hypothetical protein	70	PN96_19640
CP009978.1	1079983	1080198	2	plus	transcriptional regulator			protein-coding			ALR18153.1	transcriptional regulator	71	PN96_19645
CP009978.1	1080416	1080490	2	minus	tRNA-Gly			tRNA						PN96_19650
CP009978.1	1080894	1081412	2	plus	hypothetical protein			protein-coding			ALR18154.1	hypothetical protein	172	PN96_19655
CP009978.1	1081483	1081806	2	minus	hypothetical protein			protein-coding			ALR18155.1	hypothetical protein	107	PN96_19660
CP009978.1	1082123	1082491	2	plus	hypothetical protein			protein-coding			ALR18156.1	hypothetical protein	122	PN96_19665
CP009978.1	1082713	1083360	2	minus	peptidase			protein-coding			ALR18157.1	peptidase	215	PN96_19670
CP009978.1	1083821	1084222	2	plus	NTP pyrophosphohydrolase			protein-coding			ALR18158.1	NTP pyrophosphohydrolase	133	PN96_19675
CP009978.1	1084676	1087048	2	minus	diguanylate phosphodiesterase			protein-coding			ALR18159.1	diguanylate phosphodiesterase	790	PN96_19680
CP009978.1	1087525	1087944	2	plus	D-ribose pyranase			protein-coding			ALR18160.1	D-ribose pyranase	139	PN96_19685
CP009978.1	1087968	1089473	2	plus	sugar ABC transporter ATP-binding protein			protein-coding			ALR18161.1	sugar ABC transporter ATP-binding protein	501	PN96_19690
CP009978.1	1089470	1090453	2	plus	ribose ABC transporter permease	rbsC		protein-coding			ALR18162.1	ribose ABC transporter permease	327	PN96_19695
CP009978.1	1090533	1091411	2	plus	D-ribose transporter subunit RbsB			protein-coding			ALR18163.1	D-ribose transporter subunit RbsB	292	PN96_19700
CP009978.1	1091601	1092524	2	plus	ribokinase			protein-coding			ALR18164.1	ribokinase	307	PN96_19705
CP009978.1	1092537	1093544	2	plus	transcriptional regulator			protein-coding			ALR18165.1	transcriptional regulator	335	PN96_19710
CP009978.1	1094058	1094444	2	minus	MerR family transcriptional regulator			protein-coding			ALR18166.1	MerR family transcriptional regulator	128	PN96_19715
CP009978.1	1094757	1095008	2	minus	membrane protein			protein-coding			ALR18167.1	membrane protein	83	PN96_19720
CP009978.1	1096359	1098512	2	minus	membrane protein			protein-coding			ALR18168.1	membrane protein	717	PN96_19725
CP009978.1	1098901	1100970	2	plus	DNA helicase IV			protein-coding			ALR18169.1	DNA helicase IV	689	PN96_19730
CP009978.1	1101048	1101503	2	minus	methylglyoxal synthase			protein-coding			ALR18170.1	methylglyoxal synthase	151	PN96_19735
CP009978.1	1101575	1102579	2	minus	TMAO reductase			protein-coding			ALR18171.1	TMAO reductase	334	PN96_19740
CP009978.1	1102741	1105692	2	plus	chemotaxis protein CheY			protein-coding			ALR18172.1	chemotaxis protein CheY	983	PN96_19745
CP009978.1	1105740	1105931	2	minus	hypothetical protein			protein-coding			ALR18173.1	hypothetical protein	63	PN96_19750
CP009978.1	1105950	1108310	2	minus	9-hexadecenoic acid cis-trans isomerase			protein-coding			ALR18174.1	9-hexadecenoic acid cis-trans isomerase	786	PN96_19755
CP009978.1	1108645	1109490	2	minus	LysR family transcriptional regulator			pseudogene						PN96_19760
CP009978.1	1109631	1111148	2	plus	arylsulfatase			protein-coding			ALR18175.1	arylsulfatase	505	PN96_19765
CP009978.1	1111251	1112543	2	plus	sulfatase maturase			protein-coding			ALR18176.1	sulfatase maturase	430	PN96_19770
CP009978.1	1112553	1113536	2	plus	ATPase AAA			protein-coding			ALR18177.1	ATPase AAA	327	PN96_19775
CP009978.1	1113548	1114510	2	plus	MoxR protein			protein-coding			ALR18178.1	MoxR protein	320	PN96_19780
CP009978.1	1114511	1115053	2	plus	hypothetical protein			protein-coding			ALR18179.1	hypothetical protein	180	PN96_19785
CP009978.1	1115046	1116128	2	plus	aerotolerance regulator BatA			protein-coding			ALR18180.1	aerotolerance regulator BatA	360	PN96_19790
CP009978.1	1116121	1117851	2	plus	TPR domain protein			protein-coding			ALR18181.1	TPR domain protein	576	PN96_19795
CP009978.1	1117848	1119152	2	plus	hypothetical protein			protein-coding			ALR18182.1	hypothetical protein	434	PN96_19800
CP009978.1	1119203	1119628	2	plus	hypothetical protein			protein-coding			ALR18183.1	hypothetical protein	141	PN96_19805
CP009978.1	1119738	1120643	2	plus	lipid kinase			protein-coding			ALR18184.1	lipid kinase	301	PN96_19810
CP009978.1	1120661	1122283	2	minus	nuclease			protein-coding			ALR18185.1	nuclease	540	PN96_19815
CP009978.1	1122365	1123597	2	minus	oxalate:formate antiporter			protein-coding			ALR18186.1	oxalate:formate antiporter	410	PN96_19820
CP009978.1	1124220	1124576	2	plus	NADH:ubiquinone oxidoreductase			protein-coding			ALR18187.1	NADH:ubiquinone oxidoreductase	118	PN96_19825
CP009978.1	1124660	1126516	2	minus	Zn-dependent protease			protein-coding			ALR18188.1	Zn-dependent protease	618	PN96_19830
CP009978.1	1126516	1127106	2	minus	LemA family protein			protein-coding			ALR18189.1	LemA family protein	196	PN96_19835
CP009978.1	1127359	1128726	2	minus	C4-dicarboxylate transporter	dcuC		protein-coding			ALR18190.1	C4-dicarboxylate transporter	455	PN96_19840
CP009978.1	1129085	1130209	2	minus	acyl-CoA desaturase			protein-coding			ALR18191.1	acyl-CoA desaturase	374	PN96_19845
CP009978.1	1130481	1131029	2	plus	histone acetyltransferase			protein-coding			ALR18192.1	histone acetyltransferase	182	PN96_19850
CP009978.1	1131239	1133293	2	plus	chemotaxis protein CheY			protein-coding			ALR18889.1	chemotaxis protein CheY	684	PN96_19855
CP009978.1	1133508	1134452	2	minus	GTPase			protein-coding			ALR18193.1	GTPase	314	PN96_19860
CP009978.1	1134922	1138602	2	plus	histidine kinase			protein-coding			ALR18194.1	histidine kinase	1226	PN96_19865
CP009978.1	1138586	1139740	2	plus	diguanylate phosphodiesterase			protein-coding			ALR18195.1	diguanylate phosphodiesterase	384	PN96_19870
CP009978.1	1139744	1140355	2	plus	regulator			protein-coding			ALR18196.1	regulator	203	PN96_19875
CP009978.1	1140358	1141719	2	plus	diguanylate cyclase			protein-coding			ALR18890.1	diguanylate cyclase	453	PN96_19880
CP009978.1	1141900	1142787	2	plus	transcriptional regulator			protein-coding			ALR18197.1	transcriptional regulator	295	PN96_19885
CP009978.1	1142784	1143392	2	minus	regulator			protein-coding			ALR18198.1	regulator	202	PN96_19890
CP009978.1	1143746	1144126	2	plus	hypothetical protein			protein-coding			ALR18199.1	hypothetical protein	126	PN96_19895
CP009978.1	1144181	1145809	2	minus	chemotaxis protein CheY			protein-coding			ALR18200.1	chemotaxis protein CheY	542	PN96_19900
CP009978.1	1145872	1146186	2	minus	hypothetical protein			protein-coding			ALR18201.1	hypothetical protein	104	PN96_19905
CP009978.1	1146642	1147364	2	plus	permease			protein-coding			ALR18202.1	permease	240	PN96_19910
CP009978.1	1147428	1147814	2	plus	membrane protein			protein-coding			ALR18203.1	membrane protein	128	PN96_19915
CP009978.1	1147867	1148772	2	minus	membrane protein			protein-coding			ALR18204.1	membrane protein	301	PN96_19920
CP009978.1	1148967	1149422	2	plus	DNA mismatch repair protein MutT			protein-coding			ALR18205.1	DNA mismatch repair protein MutT	151	PN96_19925
CP009978.1	1149432	1149980	2	plus	ribosomal-protein-serine acetyltransferase			protein-coding			ALR18206.1	ribosomal-protein-serine acetyltransferase	182	PN96_19930
CP009978.1	1150045	1151448	2	minus	2-oxoglutarate translocator			protein-coding			ALR18207.1	2-oxoglutarate translocator	467	PN96_19935
CP009978.1	1151441	1151722	2	minus	hypothetical protein			protein-coding			ALR18208.1	hypothetical protein	93	PN96_19940
CP009978.1	1151723	1153297	2	plus	histidine kinase			protein-coding			ALR18209.1	histidine kinase	524	PN96_19945
CP009978.1	1153294	1153986	2	plus	chemotaxis protein CheY			protein-coding			ALR18210.1	chemotaxis protein CheY	230	PN96_19950
CP009978.1	1154056	1154535	2	minus	prolyl-tRNA synthetase			protein-coding			ALR18211.1	prolyl-tRNA synthetase	159	PN96_19955
CP009978.1	1154688	1156235	2	plus	glutamate synthase			protein-coding			ALR18212.1	glutamate synthase	515	PN96_19960
CP009978.1	1156423	1158594	2	plus	peroxidase			protein-coding			ALR18213.1	peroxidase	723	PN96_19965
CP009978.1	1158793	1159068	2	plus	nitrogen fixation protein NifW			protein-coding			ALR18891.1	nitrogen fixation protein NifW	91	PN96_19970
CP009978.1	1159183	1159608	2	plus	thioesterase			protein-coding			ALR18214.1	thioesterase	141	PN96_19975
CP009978.1	1159652	1160041	2	plus	nucleotide pyrophosphohydrolase			protein-coding			ALR18215.1	nucleotide pyrophosphohydrolase	129	PN96_19980
CP009978.1	1160154	1160405	2	plus	hypothetical protein			protein-coding			ALR18216.1	hypothetical protein	83	PN96_19985
CP009978.1	1160503	1161888	2	minus	C4-dicarboxylate ABC transporter			protein-coding			ALR18217.1	C4-dicarboxylate ABC transporter	461	PN96_19990
CP009978.1	1161875	1162417	2	minus	C4-dicarboxylate ABC transporter			protein-coding			ALR18218.1	C4-dicarboxylate ABC transporter	180	PN96_19995
CP009978.1	1162471	1163544	2	minus	C4-dicarboxylate ABC transporter			protein-coding			ALR18219.1	C4-dicarboxylate ABC transporter	357	PN96_20000
CP009978.1	1163755	1165140	2	plus	histidine kinase			protein-coding			ALR18220.1	histidine kinase	461	PN96_20005
CP009978.1	1165137	1165766	2	plus	LuxR family transcriptional regulator			protein-coding			ALR18221.1	LuxR family transcriptional regulator	209	PN96_20010
CP009978.1	1165766	1166704	2	plus	transcriptional regulator			protein-coding			ALR18222.1	transcriptional regulator	312	PN96_20015
CP009978.1	1166800	1168365	2	plus	3-oxoacid CoA-transferase			protein-coding			ALR18223.1	3-oxoacid CoA-transferase	521	PN96_20020
CP009978.1	1168406	1169140	2	plus	short-chain dehydrogenase			protein-coding			ALR18224.1	short-chain dehydrogenase	244	PN96_20025
CP009978.1	1169504	1170319	2	plus	DNA-binding protein			protein-coding			ALR18225.1	DNA-binding protein	271	PN96_20030
CP009978.1	1170692	1171483	2	plus	amino acid ABC transporter substrate-binding protein			protein-coding			ALR18226.1	amino acid ABC transporter substrate-binding protein	263	PN96_20035
CP009978.1	1171496	1172164	2	plus	polar amino acid ABC transporter permease			protein-coding			ALR18227.1	polar amino acid ABC transporter permease	222	PN96_20040
CP009978.1	1172177	1172827	2	plus	amino acid ABC transporter permease			protein-coding			ALR18228.1	amino acid ABC transporter permease	216	PN96_20045
CP009978.1	1172814	1173542	2	plus	amino acid ABC transporter ATP-binding protein			protein-coding			ALR18229.1	amino acid ABC transporter ATP-binding protein	242	PN96_20050
CP009978.1	1174247	1175839	2	plus	ABC transporter substrate-binding protein			protein-coding			ALR18230.1	ABC transporter substrate-binding protein	530	PN96_20055
CP009978.1	1175839	1176777	2	plus	ABC transporter permease			protein-coding			ALR18231.1	ABC transporter permease	312	PN96_20060
CP009978.1	1176774	1177583	2	plus	ABC transporter permease			protein-coding			ALR18232.1	ABC transporter permease	269	PN96_20065
CP009978.1	1177558	1178943	2	plus	ABC transporter ATP-binding protein			protein-coding			ALR18233.1	ABC transporter ATP-binding protein	461	PN96_20070
CP009978.1	1179014	1181488	2	minus	acyl-homoserine-lactone acylase			protein-coding			ALR18892.1	acyl-homoserine-lactone acylase	824	PN96_20075
CP009978.1	1181861	1183615	2	plus	membrane protein			protein-coding			ALR18234.1	membrane protein	584	PN96_20080
CP009978.1	1183853	1184116	2	plus	hypothetical protein			protein-coding			ALR18235.1	hypothetical protein	87	PN96_20085
CP009978.1	1184281	1185714	2	plus	histidine kinase			protein-coding			ALR18236.1	histidine kinase	477	PN96_20090
CP009978.1	1185760	1186434	2	plus	transcriptional regulator			protein-coding			ALR18237.1	transcriptional regulator	224	PN96_20095
CP009978.1	1186609	1187169	2	plus	hypothetical protein			protein-coding			ALR18238.1	hypothetical protein	186	PN96_20100
CP009978.1	1187235	1187669	2	minus	MarR family transcriptional regulator			protein-coding			ALR18239.1	MarR family transcriptional regulator	144	PN96_20105
CP009978.1	1187911	1188906	2	plus	NADP-dependent oxidoreductase			protein-coding			ALR18240.1	NADP-dependent oxidoreductase	331	PN96_20110
CP009978.1	1189144	1190277	2	plus	exonuclease SbcD			protein-coding			ALR18241.1	exonuclease SbcD	377	PN96_20115
CP009978.1	1190287	1193343	2	plus	exonuclease SbcC			protein-coding			ALR18242.1	exonuclease SbcC	1018	PN96_20120
CP009978.1	1193662	1194240	2	plus	hypothetical protein			protein-coding			ALR18243.1	hypothetical protein	192	PN96_20125
CP009978.1	1194281	1194976	2	plus	amidase			protein-coding			ALR18244.1	amidase	231	PN96_20130
CP009978.1	1194979	1195545	2	plus	hypothetical protein			protein-coding			ALR18245.1	hypothetical protein	188	PN96_20135
CP009978.1	1195632	1196036	2	minus	HxlR family transcriptional regulator			protein-coding			ALR18246.1	HxlR family transcriptional regulator	134	PN96_20140
CP009978.1	1196168	1197019	2	plus	quinone oxidoreductase			protein-coding			ALR18247.1	quinone oxidoreductase	283	PN96_20145
CP009978.1	1197148	1198062	2	minus	LysR family transcriptional regulator			protein-coding			ALR18248.1	LysR family transcriptional regulator	304	PN96_20150
CP009978.1	1198175	1198660	2	plus	C4-dicarboxylate ABC transporter permease			protein-coding			ALR18249.1	C4-dicarboxylate ABC transporter permease	161	PN96_20155
CP009978.1	1198664	1199962	2	plus	C4-dicarboxylate ABC transporter permease			protein-coding			ALR18250.1	C4-dicarboxylate ABC transporter permease	432	PN96_20160
CP009978.1	1199975	1201000	2	plus	C4-dicarboxylate ABC transporter			protein-coding			ALR18251.1	C4-dicarboxylate ABC transporter	341	PN96_20165
CP009978.1	1201060	1202157	2	plus	FAD-dependent oxidoreductase			protein-coding			ALR18252.1	FAD-dependent oxidoreductase	365	PN96_20170
CP009978.1	1202141	1202440	2	plus	sarcosine oxidase			protein-coding			ALR18253.1	sarcosine oxidase	99	PN96_20175
