Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
NZ_CP009978.1	1474742	1475863	2	minus	hypothetical protein		70915390	protein-coding			WP_020335993.1	hypothetical protein	373	PN96_RS21640
NZ_CP009978.1	1475863	1476687	2	minus	hypothetical protein		70915391	protein-coding			WP_020335994.1	hypothetical protein	274	PN96_RS21645
NZ_CP009978.1	1477010	1477918	2	plus	homocysteine S-methyltransferase family protein		70915392	protein-coding			WP_020335995.1	homocysteine S-methyltransferase family protein	302	PN96_RS21650
NZ_CP009978.1	1477926	1479257	2	plus	basic amino acid/polyamine antiporter		70915393	protein-coding			WP_020335996.1	basic amino acid/polyamine antiporter	443	PN96_RS21655
NZ_CP009978.1	1479345	1479950	2	minus	TetR/AcrR family transcriptional regulator		70915394	protein-coding			WP_020335997.1	TetR/AcrR family transcriptional regulator	201	PN96_RS21660
NZ_CP009978.1	1480116	1481159	2	plus	alkene reductase		70915395	protein-coding			WP_020335998.1	alkene reductase	347	PN96_RS21665
NZ_CP009978.1	1481223	1481960	2	minus	DUF3726 domain-containing protein		70915396	protein-coding			WP_020335999.1	DUF3726 domain-containing protein	245	PN96_RS21670
NZ_CP009978.1	1481957	1483693	2	minus	hypothetical protein		70915397	protein-coding			WP_020336000.1	hypothetical protein	578	PN96_RS21675
NZ_CP009978.1	1483795	1485396	2	minus	BCCT family transporter		70915398	protein-coding			WP_020336001.1	BCCT family transporter	533	PN96_RS21680
NZ_CP009978.1	1485506	1486495	2	minus	membrane dipeptidase		70915399	protein-coding			WP_020336002.1	membrane dipeptidase	329	PN96_RS21685
NZ_CP009978.1	1486565	1488025	2	minus	aldehyde dehydrogenase family protein		70915400	protein-coding			WP_020336003.1	aldehyde dehydrogenase family protein	486	PN96_RS21690
NZ_CP009978.1	1488101	1488499	2	minus	RidA family protein		70915401	protein-coding			WP_024372974.1	RidA family protein	132	PN96_RS21695
NZ_CP009978.1	1488655	1489545	2	plus	LysR family transcriptional regulator		70915402	protein-coding			WP_020336005.1	LysR family transcriptional regulator	296	PN96_RS21700
NZ_CP009978.1	1489815	1490732	2	minus	heme o synthase	cyoE	70915403	protein-coding			WP_201765970.1	heme o synthase	305	PN96_RS21705
NZ_CP009978.1	1490693	1491004	2	minus	cytochrome o ubiquinol oxidase subunit IV	cyoD	70915404	protein-coding			WP_014234374.1	cytochrome o ubiquinol oxidase subunit IV	103	PN96_RS21710
NZ_CP009978.1	1491004	1491606	2	minus	cytochrome o ubiquinol oxidase subunit III	cyoC	70915405	protein-coding			WP_014234375.1	cytochrome o ubiquinol oxidase subunit III	200	PN96_RS21715
NZ_CP009978.1	1491596	1493632	2	minus	cytochrome o ubiquinol oxidase subunit I	cyoB	70915406	protein-coding			WP_014234376.1	cytochrome o ubiquinol oxidase subunit I	678	PN96_RS21720
NZ_CP009978.1	1493638	1494519	2	minus	ubiquinol oxidase subunit II	cyoA	70915407	protein-coding			WP_024372973.1	ubiquinol oxidase subunit II	293	PN96_RS21725
NZ_CP009978.1	1495104	1495862	2	minus	SDR family oxidoreductase		70915408	protein-coding			WP_020336009.1	SDR family oxidoreductase	252	PN96_RS21730
NZ_CP009978.1	1496061	1496963	2	minus	3-hydroxyisobutyrate dehydrogenase	mmsB	70915409	protein-coding			WP_014234379.1	3-hydroxyisobutyrate dehydrogenase	300	PN96_RS21735
NZ_CP009978.1	1496993	1498138	2	minus	enoyl-CoA hydratase/isomerase family protein		70915410	protein-coding			WP_020336010.1	enoyl-CoA hydratase/isomerase family protein	381	PN96_RS21740
NZ_CP009978.1	1498147	1498932	2	minus	enoyl-CoA hydratase		70915411	protein-coding			WP_020336011.1	enoyl-CoA hydratase	261	PN96_RS21745
NZ_CP009978.1	1498973	1500127	2	minus	acyl-CoA dehydrogenase family protein		70915412	protein-coding			WP_020336012.1	acyl-CoA dehydrogenase family protein	384	PN96_RS21750
NZ_CP009978.1	1500148	1501641	2	minus	CoA-acylating methylmalonate-semialdehyde dehydrogenase		70915413	protein-coding			WP_024372971.1	CoA-acylating methylmalonate-semialdehyde dehydrogenase	497	PN96_RS21755
NZ_CP009978.1	1501674	1502885	2	minus	thiolase family protein		70915414	protein-coding			WP_020336014.1	thiolase family protein	403	PN96_RS21760
NZ_CP009978.1	1503156	1503545	2	plus	MerR family DNA-binding transcriptional regulator		70915415	protein-coding			WP_014234385.1	MerR family DNA-binding transcriptional regulator	129	PN96_RS21765
NZ_CP009978.1	1503573	1504742	2	plus	isovaleryl-CoA dehydrogenase		70915416	protein-coding			WP_020336015.1	isovaleryl-CoA dehydrogenase	389	PN96_RS21770
NZ_CP009978.1	1504768	1506372	2	plus	carboxyl transferase domain-containing protein		70915417	protein-coding			WP_020336017.1	carboxyl transferase domain-containing protein	534	PN96_RS21775
NZ_CP009978.1	1506430	1507275	2	plus	enoyl-CoA hydratase-related protein		70915418	protein-coding			WP_020336019.1	enoyl-CoA hydratase-related protein	281	PN96_RS21780
NZ_CP009978.1	1507272	1508174	2	plus	hydroxymethylglutaryl-CoA lyase		70915419	protein-coding			WP_020336020.1	hydroxymethylglutaryl-CoA lyase	300	PN96_RS21785
NZ_CP009978.1	1508204	1508749	2	minus	DUF2301 domain-containing membrane protein		70915420	protein-coding			WP_020336021.1	DUF2301 domain-containing membrane protein	181	PN96_RS21790
NZ_CP009978.1	1508787	1509665	2	minus	DMT family transporter		70915421	protein-coding			WP_020336022.1	DMT family transporter	292	PN96_RS21795
NZ_CP009978.1	1509913	1511226	2	minus	PAS domain-containing methyl-accepting chemotaxis protein		70915422	protein-coding			WP_020336023.1	PAS domain-containing methyl-accepting chemotaxis protein	437	PN96_RS21800
NZ_CP009978.1	1511501	1512694	2	minus	acetate/propionate family kinase		70915423	protein-coding			WP_020336024.1	acetate/propionate family kinase	397	PN96_RS21805
NZ_CP009978.1	1513056	1514594	2	plus	bifunctional diguanylate cyclase/phosphodiesterase		70915424	protein-coding			WP_020336025.1	bifunctional diguanylate cyclase/phosphodiesterase	512	PN96_RS21810
NZ_CP009978.1	1514674	1516593	2	minus	DEAD/DEAH box helicase		70915425	protein-coding			WP_020336026.1	DEAD/DEAH box helicase	639	PN96_RS21815
NZ_CP009978.1	1517277	1518401	2	minus	lactaldehyde reductase	fucO	70915426	protein-coding			WP_020336027.1	lactaldehyde reductase	374	PN96_RS21820
NZ_CP009978.1	1518417	1519064	2	minus	L-fuculose-phosphate aldolase	fucA	70915427	protein-coding			WP_020336028.1	L-fuculose-phosphate aldolase	215	PN96_RS21825
NZ_CP009978.1	1519151	1520605	2	minus	L-fuculokinase	fucK	70915428	protein-coding			WP_020336029.1	L-fuculokinase	484	PN96_RS21830
NZ_CP009978.1	1520647	1522395	2	minus	L-fucose isomerase	fucI	70915429	protein-coding			WP_020336030.1	L-fucose isomerase	582	PN96_RS21835
NZ_CP009978.1	1522669	1523385	2	minus	DeoR/GlpR family DNA-binding transcription regulator		70915430	protein-coding			WP_014234489.1	DeoR/GlpR family DNA-binding transcription regulator	238	PN96_RS21840
NZ_CP009978.1	1523807	1524103	2	minus	monovalent cation/H(+) antiporter subunit G	mnhG	70915431	protein-coding			WP_020336031.1	monovalent cation/H(+) antiporter subunit G	98	PN96_RS21845
NZ_CP009978.1	1524094	1524381	2	minus	cation:proton antiporter		70915432	protein-coding			WP_020336032.1	cation:proton antiporter	95	PN96_RS21850
NZ_CP009978.1	1524374	1524850	2	minus	Na+/H+ antiporter subunit E		70915433	protein-coding			WP_020336033.1	Na+/H+ antiporter subunit E	158	PN96_RS21855
NZ_CP009978.1	1524847	1526343	2	minus	proton-conducting transporter membrane subunit		70915434	protein-coding			WP_020336034.1	proton-conducting transporter membrane subunit	498	PN96_RS21860
NZ_CP009978.1	1526340	1526696	2	minus	Na+/H+ antiporter subunit C		70915435	protein-coding			WP_020336035.1	Na+/H+ antiporter subunit C	118	PN96_RS21865
NZ_CP009978.1	1526696	1529302	2	minus	hydrogen gas-evolving membrane-bound hydrogenase subunit E	mbhE	70915436	protein-coding			WP_031779262.1	hydrogen gas-evolving membrane-bound hydrogenase subunit E	868	PN96_RS21870
NZ_CP009978.1	1529588	1529779	2	minus	hypothetical protein		89807935	protein-coding			WP_020336037.1	hypothetical protein	63	PN96_RS24360
NZ_CP009978.1	1529863	1530798	2	minus	universal stress protein		70915437	protein-coding			WP_020336039.1	universal stress protein	311	PN96_RS21880
NZ_CP009978.1	1531176	1533176	2	plus	exoribonuclease II	rnb	70915438	protein-coding			WP_014234497.1	exoribonuclease II	666	PN96_RS21885
NZ_CP009978.1	1533253	1533606	2	minus	DUF3024 domain-containing protein		70915439	protein-coding			WP_014234498.1	DUF3024 domain-containing protein	117	PN96_RS21890
NZ_CP009978.1	1533833	1534660	2	plus	phosphate ABC transporter substrate-binding protein		70915440	protein-coding			WP_014234499.1	phosphate ABC transporter substrate-binding protein	275	PN96_RS21895
NZ_CP009978.1	1534721	1535401	2	minus	MaoC family dehydratase		70915441	protein-coding			WP_014234500.1	MaoC family dehydratase	226	PN96_RS21900
NZ_CP009978.1	1535728	1535818	2	plus	tRNA-Ser		70915442	tRNA						PN96_RS21905
NZ_CP009978.1	1535899	1537179	2	plus	tyrosine-type recombinase/integrase		70915443	protein-coding			WP_020336041.1	tyrosine-type recombinase/integrase	426	PN96_RS21910
NZ_CP009978.1	1537290	1538408	2	plus	tyrosine-type recombinase/integrase		70915444	protein-coding			WP_020336042.1	tyrosine-type recombinase/integrase	372	PN96_RS21915
NZ_CP009978.1	1538760	1539773	2	minus	integrase domain-containing protein		70915445	protein-coding			WP_020336043.1	integrase domain-containing protein	337	PN96_RS21920
NZ_CP009978.1	1539903	1540136	2	minus	hypothetical protein		70915446	protein-coding			WP_020336044.1	hypothetical protein	77	PN96_RS21925
NZ_CP009978.1	1540176	1540433	2	minus	hypothetical protein		70915447	protein-coding			WP_020336045.1	hypothetical protein	85	PN96_RS21930
NZ_CP009978.1	1540464	1541069	2	minus	hypothetical protein		70915448	protein-coding			WP_020336046.1	hypothetical protein	201	PN96_RS21935
NZ_CP009978.1	1541151	1541888	2	minus	hypothetical protein		70915449	protein-coding			WP_020336047.1	hypothetical protein	245	PN96_RS21940
NZ_CP009978.1	1542118	1542456	2	minus	hypothetical protein		70915450	protein-coding			WP_020336048.1	hypothetical protein	112	PN96_RS21945
NZ_CP009978.1	1544127	1546349	2	minus	alpha/beta hydrolase domain-containing protein		70915451	protein-coding			WP_020336049.1	alpha/beta hydrolase domain-containing protein	740	PN96_RS21950
NZ_CP009978.1	1546858	1547499	2	plus	TetR/AcrR family transcriptional regulator		70915452	protein-coding			WP_020336050.1	TetR/AcrR family transcriptional regulator	213	PN96_RS21955
NZ_CP009978.1	1547631	1549079	2	minus	decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase	gnd	70915453	protein-coding			WP_020336051.1	decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase	482	PN96_RS21960
NZ_CP009978.1	1549218	1550720	2	minus	glucose-6-phosphate dehydrogenase	zwf	70915454	protein-coding			WP_020336052.1	glucose-6-phosphate dehydrogenase	500	PN96_RS21965
NZ_CP009978.1	1550884	1551318	2	minus	flavodoxin domain-containing protein		70915455	protein-coding			WP_020336053.1	flavodoxin domain-containing protein	144	PN96_RS21970
NZ_CP009978.1	1551345	1552628	2	minus	FAD-dependent oxidoreductase		70915456	protein-coding			WP_020336054.1	FAD-dependent oxidoreductase	427	PN96_RS21975
NZ_CP009978.1	1552959	1554344	2	minus	aminotransferase		70915457	protein-coding			WP_020336055.1	aminotransferase	461	PN96_RS21980
NZ_CP009978.1	1554437	1555633	2	minus	cytochrome P450		70915458	protein-coding			WP_020336056.1	cytochrome P450	398	PN96_RS21985
NZ_CP009978.1	1556125	1557597	2	plus	APC family permease		70915459	protein-coding			WP_020336058.1	APC family permease	490	PN96_RS21990
NZ_CP009978.1	1557902	1558303	2	plus	hypothetical protein		70915460	protein-coding			WP_020336059.1	hypothetical protein	133	PN96_RS21995
NZ_CP009978.1	1558358	1559146	2	minus	MOSC domain-containing protein		70915461	protein-coding			WP_020336060.1	MOSC domain-containing protein	262	PN96_RS22000
NZ_CP009978.1	1559224	1559625	2	minus	DUF4440 domain-containing protein		70915462	protein-coding			WP_020336061.1	DUF4440 domain-containing protein	133	PN96_RS22005
NZ_CP009978.1	1559965	1560693	2	plus	SDR family oxidoreductase		70915463	protein-coding			WP_020336062.1	SDR family oxidoreductase	242	PN96_RS22010
NZ_CP009978.1	1560770	1561879	2	plus	S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase		70915464	protein-coding			WP_020336063.1	S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase	369	PN96_RS22015
NZ_CP009978.1	1561931	1562329	2	plus	VOC family protein		70915465	protein-coding			WP_024372897.1	VOC family protein	132	PN96_RS22020
NZ_CP009978.1	1562632	1563279	2	plus	TetR/AcrR family transcriptional regulator		70915466	protein-coding			WP_020336065.1	TetR/AcrR family transcriptional regulator	215	PN96_RS22025
NZ_CP009978.1	1563448	1564677	2	plus	cytochrome P450		70915467	protein-coding			WP_020336066.1	cytochrome P450	409	PN96_RS22030
NZ_CP009978.1	1565177	1566640	2	plus	APC family permease		70915468	protein-coding			WP_020336067.1	APC family permease	487	PN96_RS22035
NZ_CP009978.1	1566960	1567850	2	plus	alpha/beta hydrolase		70915469	protein-coding			WP_020336068.1	alpha/beta hydrolase	296	PN96_RS22040
NZ_CP009978.1	1568046	1568951	2	minus	phytanoyl-CoA dioxygenase family protein		70915470	protein-coding			WP_020336069.1	phytanoyl-CoA dioxygenase family protein	301	PN96_RS22045
NZ_CP009978.1	1569537	1570442	2	minus	sugar phosphate isomerase/epimerase		70915471	protein-coding			WP_020336070.1	sugar phosphate isomerase/epimerase	301	PN96_RS22050
NZ_CP009978.1	1570895	1571380	2	plus	DUF2938 family protein		70915472	protein-coding			WP_020336071.1	DUF2938 family protein	161	PN96_RS22055
NZ_CP009978.1	1571494	1572084	2	minus	TetR/AcrR family transcriptional regulator		70915473	protein-coding			WP_020336072.1	TetR/AcrR family transcriptional regulator	196	PN96_RS22060
NZ_CP009978.1	1572253	1573200	2	minus	thioredoxin-disulfide reductase	trxB	70915474	protein-coding			WP_020336073.1	thioredoxin-disulfide reductase	315	PN96_RS22065
NZ_CP009978.1	1573217	1573543	2	minus	thioredoxin domain-containing protein		70915475	protein-coding			WP_020336074.1	thioredoxin domain-containing protein	108	PN96_RS22070
NZ_CP009978.1	1573648	1573971	2	minus	thioredoxin domain-containing protein		70915476	protein-coding			WP_020336075.1	thioredoxin domain-containing protein	107	PN96_RS22075
NZ_CP009978.1	1573983	1574411	2	minus	OsmC family protein		70915477	protein-coding			WP_020336077.1	OsmC family protein	142	PN96_RS22080
NZ_CP009978.1	1574452	1575636	2	minus	MFS transporter		70915478	protein-coding			WP_020336078.1	MFS transporter	394	PN96_RS22085
NZ_CP009978.1	1575887	1576162	2	minus	metalloregulator ArsR/SmtB family transcription factor		71766316	protein-coding			WP_236614679.1	metalloregulator ArsR/SmtB family transcription factor	91	PN96_RS24280
NZ_CP009978.1	1576325	1577719	2	minus	dihydrolipoyl dehydrogenase	lpdA	70915480	protein-coding			WP_020336079.1	dihydrolipoyl dehydrogenase	464	PN96_RS22095
NZ_CP009978.1	1577974	1578603	2	minus	metalloregulator ArsR/SmtB family transcription factor		70915481	protein-coding			WP_020336080.1	metalloregulator ArsR/SmtB family transcription factor	209	PN96_RS22100
NZ_CP009978.1	1579017	1580144	2	minus	succinylglutamate desuccinylase/aspartoacylase family protein		70915482	protein-coding			WP_020336082.1	succinylglutamate desuccinylase/aspartoacylase family protein	375	PN96_RS22105
NZ_CP009978.1	1580289	1581227	2	minus	carbamate kinase		70915483	protein-coding			WP_020336084.1	carbamate kinase	312	PN96_RS22110
NZ_CP009978.1	1581369	1582787	2	minus	DUF1116 domain-containing protein		70915484	protein-coding			WP_020336085.1	DUF1116 domain-containing protein	472	PN96_RS22115
NZ_CP009978.1	1582790	1584292	2	minus	acyl-CoA synthetase FdrA	fdrA	70915485	protein-coding			WP_236614680.1	acyl-CoA synthetase FdrA	500	PN96_RS22120
NZ_CP009978.1	1584470	1585729	2	minus	ankyrin repeat domain-containing protein		70915486	protein-coding			WP_020336087.1	ankyrin repeat domain-containing protein	419	PN96_RS22125
NZ_CP009978.1	1585740	1587293	2	minus	hypothetical protein		70915487	protein-coding			WP_020336088.1	hypothetical protein	517	PN96_RS22130
NZ_CP009978.1	1587798	1588844	2	minus	MFS transporter		70915488	protein-coding			WP_020336089.1	MFS transporter	348	PN96_RS22135
NZ_CP009978.1	1589232	1590101	2	plus	LysR family transcriptional regulator		70915489	protein-coding			WP_020336090.1	LysR family transcriptional regulator	289	PN96_RS22140
NZ_CP009978.1	1590119	1590979	2	plus	DUF2877 domain-containing protein		70915490	protein-coding			WP_020336091.1	DUF2877 domain-containing protein	286	PN96_RS22145
NZ_CP009978.1	1591136	1591630	2	minus	heme-binding protein		70915491	protein-coding			WP_020336092.1	heme-binding protein	164	PN96_RS22150
NZ_CP009978.1	1591801	1592481	2	plus	response regulator transcription factor		70915492	protein-coding			WP_020336093.1	response regulator transcription factor	226	PN96_RS22155
NZ_CP009978.1	1592459	1593844	2	plus	HAMP domain-containing sensor histidine kinase		70915493	protein-coding			WP_020336094.1	HAMP domain-containing sensor histidine kinase	461	PN96_RS22160
NZ_CP009978.1	1593947	1594441	2	minus	nucleoside deaminase		70915494	protein-coding			WP_020336095.1	nucleoside deaminase	164	PN96_RS22165
NZ_CP009978.1	1594481	1595983	2	minus	cytosine permease		70915495	protein-coding			WP_201765968.1	cytosine permease	500	PN96_RS22170
NZ_CP009978.1	1596660	1596752	2	plus	uncharacterized gene		71766317	pseudogene						PN96_RS24285
NZ_CP009978.1	1597164	1597601	2	minus	hypothetical protein		70915496	protein-coding			WP_020336099.1	hypothetical protein	145	PN96_RS22180
NZ_CP009978.1	1598531	1599325	2	plus	DUF5602 domain-containing protein		70915497	protein-coding			WP_020336101.1	DUF5602 domain-containing protein	264	PN96_RS22185
NZ_CP009978.1	1599578	1600876	2	minus	TRAP transporter large permease subunit		70915498	protein-coding			WP_020336103.1	TRAP transporter large permease subunit	432	PN96_RS22190
NZ_CP009978.1	1600878	1601381	2	minus	TRAP transporter small permease		70915499	protein-coding			WP_020336104.1	TRAP transporter small permease	167	PN96_RS22195
NZ_CP009978.1	1601391	1602377	2	minus	TRAP transporter substrate-binding protein		70915500	protein-coding			WP_024372892.1	TRAP transporter substrate-binding protein	328	PN96_RS22200
NZ_CP009978.1	1602729	1603856	2	minus	AI-2E family transporter		70915501	protein-coding			WP_020335171.1	AI-2E family transporter	375	PN96_RS22205
NZ_CP009978.1	1604144	1604281	2	minus	hypothetical protein		70915818	protein-coding			WP_020335172.1	hypothetical protein	45	PN96_RS24085
NZ_CP009978.1	1604433	1604882	2	minus	copper resistance protein NlpE N-terminal domain-containing protein		70915502	protein-coding			WP_020335173.1	copper resistance protein NlpE N-terminal domain-containing protein	149	PN96_RS22215
NZ_CP009978.1	1605154	1606053	2	minus	LysR family transcriptional regulator		70915503	protein-coding			WP_014234505.1	LysR family transcriptional regulator	299	PN96_RS22220
NZ_CP009978.1	1606175	1607038	2	minus	pyridoxal kinase	pdxY	70915504	protein-coding			WP_020335174.1	pyridoxal kinase	287	PN96_RS22225
NZ_CP009978.1	1607434	1608444	2	minus	DUF2955 domain-containing protein		70915505	protein-coding			WP_020335175.1	DUF2955 domain-containing protein	336	PN96_RS22230
NZ_CP009978.1	1608434	1609492	2	minus	HlyD family secretion protein		70915506	protein-coding			WP_020335176.1	HlyD family secretion protein	352	PN96_RS22235
NZ_CP009978.1	1609907	1612438	2	minus	mechanosensitive ion channel domain-containing protein		70915507	protein-coding			WP_024372891.1	mechanosensitive ion channel domain-containing protein	843	PN96_RS22240
NZ_CP009978.1	1612507	1613106	2	minus	hypothetical protein		70915508	protein-coding			WP_020335178.1	hypothetical protein	199	PN96_RS22245
NZ_CP009978.1	1613145	1614116	2	minus	MlaD family protein		70915509	protein-coding			WP_020335179.1	MlaD family protein	323	PN96_RS22250
NZ_CP009978.1	1614109	1614915	2	minus	ATP-binding cassette domain-containing protein		70915510	protein-coding			WP_020335180.1	ATP-binding cassette domain-containing protein	268	PN96_RS22255
NZ_CP009978.1	1614925	1615998	2	minus	MlaE family lipid ABC transporter permease subunit		70915511	protein-coding			WP_020335181.1	MlaE family lipid ABC transporter permease subunit	357	PN96_RS22260
NZ_CP009978.1	1616382	1616594	2	plus	DUF1656 domain-containing protein		70915512	protein-coding			WP_014234514.1	DUF1656 domain-containing protein	70	PN96_RS22265
NZ_CP009978.1	1616607	1617470	2	plus	HlyD family secretion protein		70915513	protein-coding			WP_014234515.1	HlyD family secretion protein	287	PN96_RS22270
NZ_CP009978.1	1617483	1618841	2	plus	FUSC family protein		70915514	protein-coding			WP_020335182.1	FUSC family protein	452	PN96_RS22275
NZ_CP009978.1	1618916	1619818	2	plus	hypothetical protein		70915515	protein-coding			WP_020335183.1	hypothetical protein	300	PN96_RS22280
NZ_CP009978.1	1619831	1621012	2	plus	BamA/TamA family outer membrane protein		70915516	protein-coding			WP_020335184.1	BamA/TamA family outer membrane protein	393	PN96_RS22285
NZ_CP009978.1	1621018	1622277	2	plus	DUF4056 domain-containing protein		70915517	protein-coding			WP_065286551.1	DUF4056 domain-containing protein	419	PN96_RS22290
NZ_CP009978.1	1622732	1623397	2	minus	GGDEF domain-containing protein		71766318	protein-coding			WP_236699370.1	GGDEF domain-containing protein	221	PN96_RS24290
NZ_CP009978.1	1624201	1624959	2	minus	TSUP family transporter		70915519	protein-coding			WP_020335187.1	TSUP family transporter	252	PN96_RS22300
NZ_CP009978.1	1624968	1626017	2	minus	phosphate acetyltransferase	pta	70915520	protein-coding			WP_020335188.1	phosphate acetyltransferase	349	PN96_RS22305
NZ_CP009978.1	1626174	1626962	2	plus	IclR family transcriptional regulator		70915521	protein-coding			WP_020335189.1	IclR family transcriptional regulator	262	PN96_RS22310
NZ_CP009978.1	1627298	1628200	2	minus	cache domain-containing protein		70915522	protein-coding			WP_020335190.1	cache domain-containing protein	300	PN96_RS22315
NZ_CP009978.1	1628212	1629552	2	minus	TRAP transporter large permease		70915523	protein-coding			WP_020335191.1	TRAP transporter large permease	446	PN96_RS22320
NZ_CP009978.1	1629568	1630116	2	minus	TRAP transporter small permease		70915524	protein-coding			WP_020335192.1	TRAP transporter small permease	182	PN96_RS22325
NZ_CP009978.1	1630240	1631241	2	minus	TRAP transporter substrate-binding protein		70915525	protein-coding			WP_020335193.1	TRAP transporter substrate-binding protein	333	PN96_RS22330
NZ_CP009978.1	1631356	1632807	2	minus	FAD-dependent oxidoreductase		70915526	protein-coding			WP_020335194.1	FAD-dependent oxidoreductase	483	PN96_RS22335
NZ_CP009978.1	1632857	1633282	2	minus	nuclear transport factor 2 family protein		70915527	protein-coding			WP_020335195.1	nuclear transport factor 2 family protein	141	PN96_RS22340
NZ_CP009978.1	1633549	1634352	2	minus	FRG domain-containing protein		70915528	protein-coding			WP_020335196.1	FRG domain-containing protein	267	PN96_RS22345
NZ_CP009978.1	1634389	1635423	2	minus	putative sulfate exporter family transporter		70915529	protein-coding			WP_020335197.1	putative sulfate exporter family transporter	344	PN96_RS22350
NZ_CP009978.1	1635489	1637300	2	minus	sulfoacetaldehyde acetyltransferase	xsc	70915530	protein-coding			WP_020335198.1	sulfoacetaldehyde acetyltransferase	603	PN96_RS22355
NZ_CP009978.1	1637569	1638561	2	plus	MoxR family ATPase		70915531	protein-coding			WP_020335199.1	MoxR family ATPase	330	PN96_RS22360
NZ_CP009978.1	1638554	1640275	2	plus	cobalamin biosynthesis protein CobT		70915532	protein-coding			WP_020335200.1	cobalamin biosynthesis protein CobT	573	PN96_RS22365
NZ_CP009978.1	1640383	1641063	2	minus	hexitol phosphatase HxpB	hxpB	70915533	protein-coding			WP_020335201.1	hexitol phosphatase HxpB	226	PN96_RS22370
NZ_CP009978.1	1641123	1642397	2	minus	MFS transporter		70915534	protein-coding			WP_020335202.1	MFS transporter	424	PN96_RS22375
NZ_CP009978.1	1642513	1643973	2	minus	xylulokinase	xylB	70915535	protein-coding			WP_020335203.1	xylulokinase	486	PN96_RS22380
NZ_CP009978.1	1643983	1645350	2	minus	D-arabinitol 4-dehydrogenase	dalD	70915536	protein-coding			WP_020335204.1	D-arabinitol 4-dehydrogenase	455	PN96_RS22385
NZ_CP009978.1	1645585	1646526	2	plus	sugar-binding transcriptional regulator		70915537	protein-coding			WP_020335205.1	sugar-binding transcriptional regulator	313	PN96_RS22390
NZ_CP009978.1	1646719	1647330	2	minus	NAD(P)H-dependent oxidoreductase		70915538	protein-coding			WP_020335206.1	NAD(P)H-dependent oxidoreductase	203	PN96_RS22395
NZ_CP009978.1	1647422	1647919	2	minus	cupin domain-containing protein		70915539	protein-coding			WP_020335207.1	cupin domain-containing protein	165	PN96_RS22400
NZ_CP009978.1	1647934	1648581	2	minus	carboxymuconolactone decarboxylase family protein		70915540	protein-coding			WP_174522158.1	carboxymuconolactone decarboxylase family protein	215	PN96_RS22405
NZ_CP009978.1	1649058	1649408	2	minus	cyclophilin-like fold protein		70915541	protein-coding			WP_024372887.1	cyclophilin-like fold protein	116	PN96_RS22410
NZ_CP009978.1	1649570	1650736	2	minus	MalY/PatB family protein		70915542	protein-coding			WP_020335210.1	MalY/PatB family protein	388	PN96_RS22415
NZ_CP009978.1	1650736	1651629	2	minus	DUF3737 family protein		70915543	protein-coding			WP_020335211.1	DUF3737 family protein	297	PN96_RS22420
NZ_CP009978.1	1651996	1652625	2	minus	carboxymuconolactone decarboxylase family protein		70915544	protein-coding			WP_020335212.1	carboxymuconolactone decarboxylase family protein	209	PN96_RS22425
NZ_CP009978.1	1653051	1653962	2	plus	AraC family transcriptional regulator		70915545	protein-coding			WP_020335213.1	AraC family transcriptional regulator	303	PN96_RS22430
NZ_CP009978.1	1654108	1655268	2	minus	galactokinase	galK	70915546	protein-coding			WP_020335214.1	galactokinase	386	PN96_RS22435
NZ_CP009978.1	1655479	1656531	2	minus	UDP-glucose--hexose-1-phosphate uridylyltransferase		70915547	protein-coding			WP_020335215.1	UDP-glucose--hexose-1-phosphate uridylyltransferase	350	PN96_RS22440
NZ_CP009978.1	1656587	1657597	2	minus	UDP-glucose 4-epimerase GalE	galE	70915548	protein-coding			WP_024372884.1	UDP-glucose 4-epimerase GalE	336	PN96_RS22445
NZ_CP009978.1	1658080	1659123	2	minus	NAD(P)-dependent alcohol dehydrogenase		70915549	protein-coding			WP_020335219.1	NAD(P)-dependent alcohol dehydrogenase	347	PN96_RS22450
NZ_CP009978.1	1659528	1660574	2	plus	helix-turn-helix domain-containing protein		70915550	protein-coding			WP_014234556.1	helix-turn-helix domain-containing protein	348	PN96_RS22455
NZ_CP009978.1	1660693	1662072	2	minus	L-serine ammonia-lyase		70915551	protein-coding			WP_020335220.1	L-serine ammonia-lyase	459	PN96_RS22460
NZ_CP009978.1	1662088	1662954	2	minus	formyltetrahydrofolate deformylase	purU	70915552	protein-coding			WP_020335221.1	formyltetrahydrofolate deformylase	288	PN96_RS22465
NZ_CP009978.1	1663021	1663689	2	minus	sarcosine oxidase subunit gamma family protein		70915553	protein-coding			WP_020335222.1	sarcosine oxidase subunit gamma family protein	222	PN96_RS22470
NZ_CP009978.1	1663682	1666699	2	minus	sarcosine oxidase subunit alpha		70915554	protein-coding			WP_020335223.1	sarcosine oxidase subunit alpha	1005	PN96_RS22475
NZ_CP009978.1	1666712	1666996	2	minus	sarcosine oxidase subunit delta		70915555	protein-coding			WP_014234561.1	sarcosine oxidase subunit delta	94	PN96_RS22480
