rid,Name,Stoichiometry,dG,EC
R11633,GTP:formate 2'-oxidoreductase,GTP + Formate -> dGTP + CO2 + H2O,-56.67362127781598,1.1.98.6
R00658,2-phospho-D-glycerate hydro-lyase (phosphoenolpyruvate-forming),2-Phospho-D-glycerate <-> Phosphoenolpyruvate + H2O,-3.8108419943564513,4.2.1.11
R01287,O-acetyl-L-homoserine:hydrogen sulfide S-(3-amino-3-carboxypropyl)transferase,O-Acetyl-L-homoserine + Hydrogen sulfide -> Acetate + L-Homocysteine,-64.50082511470998,2.5.1.49
R05645,D-glycero-beta-D-manno-heptose-7-phosphate aldose-ketose-isomerase,Sedoheptulose 7-phosphate <-> D-glycero-beta-D-manno-Heptose 7-phosphate,2.225805532905042,5.3.1.28
R09395,thiocarboxylated molybdopterin synthase:cyclic pyranopterin phosphate sulfurtransferase,Thiocarboxy-[sulfur-carrier protein] + Precursor Z <-> Molybdopterin + Sulfur-carrier protein,,2.8.1.12
R09840,phenylacetyl-CoA thioesterase,Phenylacetyl-CoA + H2O -> CoA + Phenylacetic acid,-46.27748761758215,3.1.2.-
R00586,acetyl-CoA:L-serine O-acetyltransferase,Acetyl-CoA + L-Serine <-> CoA + O-Acetyl-L-serine,-6.396159021443339,2.3.1.30
R04965,(3R)-3-hydroxydodecanoyl-[acyl-carrier-protein] hydro-lyase,(3R)-3-Hydroxydodecanoyl-[acyl-carrier protein] <-> trans-Dodec-2-enoyl-[acp] + H2O,,2.3.1.85/2.3.1.86/2.3.1.-/4.2.1.59
R05069,(S)-2-aceto-2-hydroxybutanoate:NADP+ oxidoreductase (isomerizing),(S)-2-Aceto-2-hydroxybutanoate <-> (R)-3-Hydroxy-3-methyl-2-oxopentanoate,0.00026229942920963367,1.1.1.86/5.4.99.3
R03071,ferrocytochrome:nitrate oxidoreductase,Ferrocytochrome + Nitrate <-> Ferricytochrome + Nitrite + H2O,,1.9.6.1
R08091,7-methyl-3-oxo-6-octenoyl-CoA:acetyl-CoA C-acyltransferase,CoA + 7-Methyl-3-oxo-6-octenoyl-CoA -> Acetyl-CoA + 5-Methylhex-4-enoyl-CoA,-30.173820722428673,2.3.1.16
R00513,ATP:cytidine 5'-phosphotransferase,Cytidine + ATP -> ADP + CMP,-15.70493018484899,2.7.1.48/2.7.1.213
R02035,"6-phospho-D-glucono-1,5-lactone lactonohydrolase","D-Glucono-1,5-lactone 6-phosphate + H2O -> 6-Phospho-D-gluconate",-25.37872803793556,3.1.1.31
R06513,"dTDPglucose 4,6-hydro-lyase",dTDP-glucose -> dTDP-4-oxo-6-deoxy-D-glucose + H2O,-47.53567264431064,4.2.1.46
R02059,N-acetyl-D-glucosamine-6-phosphate amidohydrolase,N-Acetyl-D-glucosamine 6-phosphate + H2O -> Acetate + D-Glucosamine 6-phosphate,-25.841015133428215,3.5.1.25
EX_C05796,Galactan,Galactan <- ,,
R00191,"adenosine 3',5'-phosphate 5'-nucleotidohydrolase","3',5'-Cyclic AMP + H2O -> AMP",-43.64270129843021,3.1.4.17/3.1.4.53
EX_C00004,NADH,NADH <-> ,,
R00485,L-asparagine amidohydrolase,L-Asparagine + H2O -> Ammonia + L-Aspartate,-34.60104521988424,3.5.1.1/3.5.1.38/3.5.5.4
EX_C00546,Methylglyoxal,Methylglyoxal <- ,,
R02557,deoxyadenosine:orthophosphate ribosyltransferase,Deoxyadenosine + Orthophosphate <-> Adenine + 2-Deoxy-D-ribose 1-phosphate,9.807469979839482,2.4.2.1
R02090,ATP:dGMP phosphotransferase,ATP + dGMP <-> dGDP + ADP,5.122336021816295,2.7.4.8/2.7.4.12
EX_C00041,L-Alanine,L-Alanine <-> ,,
R01737,ATP:D-gluconate 6-phosphotransferase,ATP + D-Gluconic acid <-> ADP + 6-Phospho-D-gluconate,-12.49693626046593,2.7.1.12
EX_C00009,Orthophosphate,Orthophosphate <-> ,,
R03459,"2,5-diamino-6-hydroxy-4-(5-phosphoribosylamino)-pyrimidine 2-aminohydrolase","2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one + H2O <- Ammonia + 5-Amino-6-(5'-phosphoribosylamino)uracil",261.05383911376055,3.5.4.26
EX_C00080,H+,H+ <-> ,,
R03925,allantoin racemase,(S)-Allantoin <-> (R)(-)-Allantoin,0.0,5.1.99.3
EX_C00234,10-Formyltetrahydrofolate,10-Formyltetrahydrofolate <-> ,,
R00762,"D-fructose-1,6-bisphosphate 1-phosphohydrolase","D-Fructose 1,6-bisphosphate + H2O -> Orthophosphate + D-Fructose 6-phosphate",-28.947200311111516,3.1.3.11
R02288,4-imidazolone-5-propanoate amidohydrolase,4-Imidazolone-5-propanoate + H2O -> N-Formimino-L-glutamate,-13.256849620280093,3.5.2.7
R04457,5-amino-6-(D-ribitylamino)uracil butanedionetransferase,"5-Amino-6-(1-D-ribitylamino)uracil + L-3,4-Dihydroxybutan-2-one 4-phosphate -> 6,7-Dimethyl-8-(D-ribityl)lumazine + Orthophosphate + H2O",-98.75457319515803,2.5.1.78
R04014,dodecanoyl-[acyl-carrier-protein] hydrolase,H2O + Dodecanoyl-[acyl-carrier protein] <-> Acyl-carrier protein + Dodecanoic acid,,3.1.2.14/3.1.2.21
R09800,ectoine aminohydrolase,"Ectoine + H2O -> N(alpha)-Acetyl-L-2,4-diaminobutyrate",-22.0143024185312,3.5.4.44
R02025,L-methionine:oxidized-thioredoxin S-oxidoreductase,L-Methionine + Thioredoxin disulfide + H2O <-> Thioredoxin + L-Methionine S-oxide,0.5273949242780418,1.8.4.13/1.8.4.14
R02100,dUTP nucleotidohydrolase,dUTP + H2O -> Diphosphate + dUMP,-59.273002424557404,3.6.1.23
R00405,succinate:CoA ligase (ADP-forming),Succinate + CoA + ATP <-> ADP + Orthophosphate + Succinyl-CoA,-1.2140582230074415,6.2.1.5
R01353,ATP:propanoate phosphotransferase,Propanoate + ATP <- ADP + Propanoyl phosphate,33.02907306141964,2.7.2.1/2.7.2.15
EX_C00059,Sulfate,Sulfate <- ,,
EX_C00636,D-Mannose 1-phosphate,D-Mannose 1-phosphate -> ,,
R00472,"acetyl-CoA:glyoxylate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)",(S)-Malate + CoA <- H2O + Acetyl-CoA + Glyoxylate,38.6521184215764,2.3.3.9
R02566,p-cumic alcohol:NADP+ oxidoreductase,NADP+ + Betaine aldehyde + H2O -> Betaine + H+ + NADPH,-42.433693873323364,1.2.1.8
R02649,ATP:N-acetyl-L-glutamate 5-phosphotransferase,ATP + N-Acetyl-L-glutamate <- N-Acetyl-L-glutamate 5-phosphate + ADP,24.665909535786454,2.7.2.8
R05238,cis-3-Chloroallyl aldehyde dehydrogenase (NAD+),cis-3-Chloroallyl aldehyde + H2O <-> cis-3-Chloroacrylic acid + H+,,1.2.1.3
R01057,"D-ribose 1,5-phosphomutase",alpha-D-Ribose 1-phosphate <-> D-Ribose 5-phosphate,-11.473819726465877,5.4.2.2/5.4.2.7
R03269,N-[(R)-4'-phosphopantothenoyl]-L-cysteine carboxy-lyase,(R)-4'-Phosphopantothenoyl-L-cysteine -> Pantetheine 4'-phosphate + CO2,-38.28894900072655,4.1.1.36
R07601,2-oxoisovalerate dehydrogenase,Thiamin diphosphate + 4-Methyl-2-oxopentanoate -> CO2 + 3-Methyl-1-hydroxybutyl-ThPP,-22.081099566411467,1.2.4.4
R00847,ATP:glycerol 3-phosphotransferase,ATP + Glycerol -> ADP + sn-Glycerol 3-phosphate,-16.653989821213543,2.7.1.30
R02484,deoxyuridine:orthophosphate 2-deoxy-D-ribosyltransferase,Orthophosphate + Deoxyuridine <-> Uracil + 2-Deoxy-D-ribose 1-phosphate,3.6605964097606716,2.4.2.2/2.4.2.3/2.4.2.4
EX_C05359,e-,e- <-> ,,
EX_C05993,Acetyl adenylate,Acetyl adenylate <- ,,
R00945,"5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase","5,10-Methylenetetrahydrofolate + Glycine + H2O <-> Tetrahydrofolate + L-Serine",6.7305812134652,2.1.2.1
R00742,acetyl-CoA:carbon-dioxide ligase (ADP-forming),Acetyl-CoA + ATP + HCO3- <-> ADP + Orthophosphate + Malonyl-CoA,-9.097670056870584,6.4.1.2
R05633,CTP: 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,2-C-Methyl-D-erythritol 4-phosphate + CTP <-> Diphosphate + 4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol,-9.354949970477492,2.7.7.60
R02236,dihydrofolate:NADP+ oxidoreductase,NADP+ + Dihydrofolate <-> Folate + H+ + NADPH,10.1771003202075,1.5.1.3
R06941,(S)-3-hydroxyacyl-CoA:NAD+ oxidoreductase,NAD+ + (3S)-3-Hydroxyadipyl-CoA <- 3-Oxoadipyl-CoA + H+ + NADH,15.619464251607269,1.1.1.35/1.1.1.157
R05884,isopentenyl-diphosphate:ferredoxin oxidoreductase,Reduced ferredoxin + 1-Hydroxy-2-methyl-2-butenyl 4-diphosphate + H+ -> Isopentenyl diphosphate + Oxidized ferredoxin + H2O,-70.89711582260497,1.17.7.4
R00904,3-aminopropanal:NAD+ oxidoreductase,3-Aminopropanal + NAD+ + H2O -> beta-Alanine + H+ + NADH,-46.562161711748104,1.2.1.3/1.2.1.5/1.2.1.19
R00286,UDP-glucose:NAD+ 6-oxidoreductase,H2O + NAD+ + UDP-glucose -> UDP-glucuronate + H+ + NADH,-28.509618986227906,1.1.1.22
R03172,"(S)-2-methylbutanoyl-CoA:acceptor 2,3-oxidoreductase",(S)-2-Methylbutanoyl-CoA + Acceptor <-> Reduced acceptor + 2-Methylbut-2-enoyl-CoA,,1.3.8.1/1.3.8.5/1.3.8.7
EX_C00168,Hydroxypyruvate,Hydroxypyruvate -> ,,
R11264,2-methylaconitate isomerase,"2-Methyl-trans-aconitate <-> (Z)-But-2-ene-1,2,3-tricarboxylate",-0.002621951585297211,5.3.3.-
EX_C00282,Hydrogen,Hydrogen <-> ,,
R01067,D-fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase,D-Glyceraldehyde 3-phosphate + D-Fructose 6-phosphate <-> D-Xylulose 5-phosphate + D-Erythrose 4-phosphate,10.302600299524045,2.2.1.1
R01641,sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase,D-Glyceraldehyde 3-phosphate + Sedoheptulose 7-phosphate <-> D-Ribose 5-phosphate + D-Xylulose 5-phosphate,3.8328502792565473,2.2.1.1
R07405,5-carboxyamino-1-(5-phospho-D-ribosyl)imidazole carboxymutase,5-Carboxyamino-1-(5-phospho-D-ribosyl)imidazole <- 1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate,30.728405073055114,5.4.99.18
R02296,cytidine:orthophosphate alpha-D-ribosyltransferase,Cytidine + Orthophosphate <- Cytosine + alpha-D-Ribose 1-phosphate,15.97679430589585,2.4.2.2
EX_C01801,Deoxyribose,Deoxyribose <- ,,
R01570,thymidine:phosphate deoxy-alpha-D-ribosyltransferase,Thymidine + Orthophosphate <-> Thymine + 2-Deoxy-D-ribose 1-phosphate,6.28758558165697,2.4.2.2/2.4.2.4
R02735,"LL-2,6-diaminoheptanedioate 2-epimerase","LL-2,6-Diaminoheptanedioate <-> meso-2,6-Diaminoheptanedioate",-1.6533807475360618,5.1.1.7
R05837,4-(phosphonooxy)threonine:NAD oxidoreductase,O-Phospho-4-hydroxy-L-threonine + NAD+ -> CO2 + H+ + 3-Amino-2-oxopropyl phosphate + NADH,-18.805227248659463,1.1.1.262
EX_C00620,alpha-D-Ribose 1-phosphate,alpha-D-Ribose 1-phosphate -> ,,
R01518,"D-phosphoglycerate 2,3-phosphomutase",2-Phospho-D-glycerate <-> 3-Phospho-D-glycerate,-4.474954330214274,5.4.2.11/5.4.2.12
R00708,(S)-1-pyrroline-5-carboxylate:NADP+ oxidoreductase,NADP+ + (S)-1-Pyrroline-5-carboxylate + H2O -> L-Glutamate + H+ + NADPH,-43.46123525809435,1.2.1.88
R00497,gamma-L-glutamyl-L-cysteine:glycine ligase (ADP-forming),gamma-L-Glutamyl-L-cysteine + ATP + Glycine -> Glutathione + ADP + Orthophosphate,-30.6578472294129,6.3.2.3
R02283,N2-acetyl-L-ornithine:2-oxoglutarate aminotransferase,2-Oxoglutarate + N-Acetylornithine <-> L-Glutamate + N-Acetyl-L-glutamate 5-semialdehyde,-3.2232906486290744,2.6.1.11
R02408,L-cystine thiocysteine-lyase (deaminating pyruvate-forming),L-Cystine + H2O <-> Thiocysteine + Pyruvate + Ammonia,1.1264293470574955,4.4.1.1/4.4.1.13/4.4.1.35
R00264,"2,5-dioxopentanoate:NADP+ 5-oxidoreductase","2,5-Dioxopentanoate + NADP+ + H2O -> 2-Oxoglutarate + H+ + NADPH",-43.07969758620948,1.2.1.3/1.2.1.26
R00158,ATP:UMP phosphotransferase,ATP + UMP <-> UDP + ADP,-0.5856878804379448,2.7.4.4/2.7.4.14/2.7.4.22
EX_C05984,2-Hydroxybutanoic acid,2-Hydroxybutanoic acid <-> ,,
R00669,N2-acetyl-L-ornithine amidohydrolase,N-Acetylornithine + H2O -> Acetate + L-Ornithine,-24.255898964080046,3.5.1.14/3.5.1.16
R01658,dimethylallyl-diphosphate:isopentenyl-diphosphate dimethylallyltranstransferase,Dimethylallyl diphosphate + Isopentenyl diphosphate -> Diphosphate + Geranyl diphosphate,-79.85368714581375,2.5.1.1
EX_C01352,FADH2,FADH2 <-> ,,
EX_C00013,Diphosphate,Diphosphate <-> ,,
R01741,D-gluconate:(acceptor) 2-oxidoreductase,FAD + D-Gluconic acid <-> 2-Keto-D-gluconic acid + FADH2,-0.8972890613915752,1.1.99.3
R03313,L-glutamate-5-semialdehyde:NADP+ 5-oxidoreductase (phosphorylating),L-Glutamate 5-semialdehyde + NADP+ + Orthophosphate <- L-Glutamyl 5-phosphate + H+ + NADPH,24.738582633082984,1.2.1.41
R00549,ATP:riboflavin 5'-phosphotransferase,Riboflavin + ATP <-> FMN + ADP,-14.284346533652752,2.7.1.26
R01411,5-methylcytosine aminohydrolase,5-Methylcytosine + H2O -> Ammonia + Thymine,-39.6318393472981,3.5.4.1
R01000,2-hydroxybutyrate:NAD+ oxidoreductase,2-Hydroxybutanoic acid + NAD+ <- 2-Oxobutanoate + H+ + NADH,15.61935796471721,1.1.1.27
R04568,(3R)-3-hydroxytetradecanoyl-[acyl-carrier-protein] hydro-lyase,(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] <-> trans-Tetradec-2-enoyl-[acp] + H2O,,2.3.1.85/2.3.1.86/2.3.1.-/4.2.1.59
R00670,L-ornithine carboxy-lyase (putrescine-forming),L-Ornithine -> CO2 + Putrescine,-43.793680167574195,4.1.1.17
R02569,acetyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-acetyltransferase,Acetyl-CoA + Enzyme N6-(dihydrolipoyl)lysine <-> CoA + [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine,,2.3.1.12
R01465,L-threonine:NAD+ oxidoreductase,NAD+ + L-Threonine <- L-2-Amino-3-oxobutanoic acid + H+ + NADH,22.129457644355625,1.1.1.103
R04439,"(R)-2,3-dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing)","(R)-2,3-Dihydroxy-3-methylbutanoate + NADP+ <- (S)-2-Acetolactate + H+ + NADPH",15.621488413442421,1.1.1.86/1.1.1.383
R01106,nitrite:(acceptor) oxidoreductase,Ferricytochrome c + Nitrite + H2O <-> Nitrate + H+ + Ferrocytochrome c,,1.7.99.-
R03508,1-(2-carboxyphenylamino)-1-deoxy-D-ribulose-5-phosphate carboxy-lyase(cyclizing),1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate -> CO2 + Indoleglycerol phosphate + H2O,-89.54888251906934,4.1.1.48
R02619,3-sulfino-L-alanine:2-oxoglutarate aminotransferase,2-Oxoglutarate + 3-Sulfino-L-alanine <-> L-Glutamate + 3-Sulfinylpyruvate,-9.308042089309524,2.6.1.1
R00671,L-ornithine ammonia-lyase (cyclizing L-proline-forming),L-Ornithine -> Ammonia + L-Proline,-39.870154901228176,4.3.1.12
EX_C00988,2-Phosphoglycolate,2-Phosphoglycolate <- ,,
R10151,L-cysteine S-thiosulfotransferase,Thiosulfate + Ferricytochrome c + H2O <-> H+ + Sulfate + Ferrocytochrome c,,
EX_C00342,Thioredoxin,Thioredoxin <-> ,,
EX_C00208,Maltose,Maltose <- ,,
R03530,ATP:dIDP phosphotransferase,dIDP + ATP <-> dITP + ADP,5.9326855959253635,2.7.4.6
EX_C00027,Hydrogen peroxide,Hydrogen peroxide -> ,,
R00036,5-aminolevulinate hydro-lyase (adding 5-aminolevulinate and cyclizing porphobilinogen-forming),5-Aminolevulinate -> Porphobilinogen + H2O,-86.39210940223981,4.2.1.24
R01799,CTP:phosphatidate cytidyltransferase,Phosphatidate + CTP <-> Diphosphate + CDP-diacylglycerol,,2.7.7.41
R02291,L-aspartate-4-semialdehyde:NADP+ oxidoreductase (phosphorylating),NADP+ + Orthophosphate + L-Aspartate 4-semialdehyde <-> 4-Phospho-L-aspartate + H+ + NADPH,-7.091378030768141,1.2.1.11
R01025,choline:acceptor 1-oxidoreductase,Acceptor + Choline <-> Reduced acceptor + Betaine aldehyde,,1.1.99.1
R05850,L-ribulose-5-phosphate 4-epimerase,L-Ribulose 5-phosphate <-> D-Xylulose 5-phosphate,-0.4974201445032236,5.1.3.4
R01374,D-phenylalanine:quinone oxidoreductase (deaminating),D-Phenylalanine + Quinone + H2O <-> Ammonia + Phenylpyruvate + Hydroquinone,,1.4.5.1
R01547,ATP:dAMP phosphotransferase,dAMP + ATP <-> ADP + dADP,3.278936094726987,2.7.4.3/2.7.4.11
R07390,Cardiolipin synthase,Phosphatidylglycerol <-> Cardiolipin + Glycerol,,2.7.8.-
R05636,1-deoxy-D-xylulose-5-phosphate pyruvate-lyase (carboxylating),Pyruvate + D-Glyceraldehyde 3-phosphate -> 1-Deoxy-D-xylulose 5-phosphate + CO2,-29.177229439791574,2.2.1.7
R08639,"alpha-D-glucose 1,6-phosphomutase",D-Glucose 1-phosphate <-> D-Glucose 6-phosphate,-7.368462610462416,5.4.2.2/5.4.2.5
R00512,ATP:CMP phosphotransferase,CMP + ATP <-> ADP + CDP,1.814752579502283,2.7.4.14/2.7.4.25
R01209,"2,3-dihydroxy-3-methylbutanoate hydro-lyase","2,3-Dihydroxy-3-methylbutanoate -> 3-Methyl-2-oxobutanoic acid + H2O",-36.93065911603594,4.2.1.9
EX_C00508,L-Ribulose,L-Ribulose <- ,,
biomass,Biomass reaction,(S)-Lactate -> ,,
R04737,(S)-3-hydroxyhexadecanoyl-CoA:NAD+ oxidoreductase,(S)-3-Hydroxyhexadecanoyl-CoA + NAD+ <- H+ + 3-Oxopalmitoyl-CoA + NADH,15.619639702527365,1.1.1.35/1.1.1.211
R01092,ATP:alpha-D-galactose 1-phosphotransferase,ATP + alpha-D-Galactose -> ADP + alpha-D-Galactose 1-phosphate,-16.276618885644723,2.7.1.6
EX_C01613,Stachyose,Stachyose <- ,,
EX_C00138,Reduced ferredoxin,Reduced ferredoxin <-> ,,
R00426,GTP diphosphohydrolase (diphosphate-forming),GTP + H2O -> Diphosphate + GMP,-57.3152939934362,3.6.1.9
R00429,ATP:GTP 3'-diphosphotransferase,GTP + ATP <-> AMP + Guanosine 3'-diphosphate 5'-triphosphate,-14.39065655713648,2.7.6.5
R07603,Oxo-acid dehydrogenase complex,Thiamin diphosphate + (S)-3-Methyl-2-oxopentanoic acid -> 2-Methyl-1-hydroxybutyl-ThPP + CO2,-20.805266097040487,1.2.4.4
R07618,enzyme N6-(dihydrolipoyl)lysine:NAD+ oxidoreductase,NAD+ + Enzyme N6-(dihydrolipoyl)lysine <-> Enzyme N6-(lipoyl)lysine + H+ + NADH,,1.8.1.4
R00897,O3-acetyl-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase,O-Acetyl-L-serine + Hydrogen sulfide -> Acetate + L-Cysteine,-51.28258179572629,2.5.1.47/2.5.1.65
R00717,glycolate:NAD+ oxidoreductase,NAD+ + Glycolate <- H+ + NADH + Glyoxylate,41.11844111926501,1.1.1.26/1.1.1.29
R01664,2'-deoxycytidine 5'-monophosphate phosphohydrolase,dCMP + H2O -> Orthophosphate + Deoxycytidine,-33.503678074256214,3.1.3.5/3.1.3.89/3.1.3.-
R00342,(S)-malate:NAD+ oxidoreductase,(S)-Malate + NAD+ <- Oxaloacetate + H+ + NADH,26.50293016623118,1.1.1.37/1.1.1.299
R04365,"succinyl-CoA:2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase","2,3,4,5-Tetrahydrodipicolinate + Succinyl-CoA + H2O <- CoA + N-Succinyl-2-L-amino-6-oxoheptanedioate",26.019401532116035,2.3.1.117
R00711,acetaldehyde:NADP+ oxidoreductase,Acetaldehyde + NADP+ + H2O -> Acetate + H+ + NADPH,-55.63532598004963,1.2.1.4/1.2.1.5/1.2.1.-
R06785,"(2E)-3-(cis-5,6-dihydroxycyclohexa-1,3-dien-1-yl)prop-2-enoate:NAD+ oxidoreductase","cis-3-(3-Carboxyethenyl)-3,5-cyclohexadiene-1,2-diol + NAD+ -> trans-2,3-Dihydroxycinnamate + H+ + NADH",-61.915971970887995,1.3.1.87
R01975,(S)-3-hydroxybutanoyl-CoA:NAD+ oxidoreductase,NAD+ + (S)-3-Hydroxybutanoyl-CoA <-> Acetoacetyl-CoA + H+ + NADH,13.838066842477701,1.1.1.35
R04173,3-phosphoserine:2-oxoglutarate aminotransferase,O-Phospho-L-serine + 2-Oxoglutarate <-> L-Glutamate + 3-Phosphonooxypyruvate,10.89625784409158,2.6.1.52
R01909,ATP:pyridoxine 5'-phosphotransferase,ATP + Pyridoxine <-> Pyridoxine phosphate + ADP,-10.124587195596519,2.7.1.35
R00014,pyruvate:thiamin diphosphate acetaldehydetransferase (decarboxylating) [step 1],Thiamin diphosphate + Pyruvate -> CO2 + 2-(alpha-Hydroxyethyl)thiamine diphosphate,-26.400528854047934,1.2.4.1/2.2.1.6/4.1.1.1
EX_C00275,D-Mannose 6-phosphate,D-Mannose 6-phosphate <- ,,
R01513,3-phospho-D-glycerate:NAD+ 2-oxidoreductase,3-Phospho-D-glycerate + NAD+ <- H+ + 3-Phosphonooxypyruvate + NADH,30.84281257423504,1.1.1.95
R00974,cytosine aminohydrolase,Cytosine + H2O -> Uracil + Ammonia,-46.16523091731813,3.5.4.1
R04748,(S)-hydroxyhexanoyl-CoA:NAD+ oxidoreductase,NAD+ + (S)-Hydroxyhexanoyl-CoA <- 3-Oxohexanoyl-CoA + H+ + NADH,16.721467710377965,1.1.1.35/1.1.1.211
R05085,O-phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase,O-Phospho-4-hydroxy-L-threonine + 2-Oxoglutarate <-> 2-Oxo-3-hydroxy-4-phosphobutanoate + L-Glutamate,-10.532850035524746,2.6.1.52
R06411,"3-hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA hydro-lyase","cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA + H2O <-> 3-Hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA",3.686804256981759,4.2.1.17
R04658,CMP-3-deoxy-D-manno-oct-2-ulosonate:lipid IVA 3-deoxy-D-manno-oct-2-ulosonate transferase,"CMP-3-deoxy-D-manno-octulosonate + 2,3,2'3'-Tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate -> 3-Deoxy-D-manno-octulosonyl-lipid IV(A) + CMP",-262.320154562282,2.4.99.12
R01541,ATP:2-dehydro-3-deoxy-D-gluconate 6-phosphotransferase,2-Dehydro-3-deoxy-D-gluconate + ATP -> 2-Dehydro-3-deoxy-6-phospho-D-gluconate + ADP,-22.63911244373014,2.7.1.45/2.7.1.178
R05221,Adenosyl cobinamide transferase,Adenosyl cobinamide + ATP -> Adenosyl cobinamide phosphate + ADP,-30.71493188548277,2.7.1.156
R00704,(R)-lactate:NAD+ oxidoreductase,(R)-Lactate + NAD+ <- Pyruvate + H+ + NADH,20.630539814882695,1.1.1.28
R03220,coproporphyrinogen:oxygen oxidoreductase (decarboxylating),Oxygen + Coproporphyrinogen III -> Protoporphyrinogen IX + CO2 + H2O,-371.23747671838873,1.3.3.3
R01600,ATP:beta-D-glucose 6-phosphotransferase,beta-D-Glucose + ATP -> beta-D-Glucose 6-phosphate + ADP,-15.21822401047109,2.7.1.1/2.7.1.2
R01051,ATP:D-ribose 5-phosphotransferase,D-Ribose + ATP -> D-Ribose 5-phosphate + ADP,-26.98699976510784,2.7.1.15
R00787,ammonia:NAD+ oxidoreductase,Ammonia + NAD+ + H2O <- Nitrite + H+ + NADH,378.7227258762191,1.7.1.4/1.7.1.15
R01286,L-cystathionine L-homocysteine-lyase (deaminating pyruvate-forming),L-Cystathionine + H2O -> Ammonia + Pyruvate + L-Homocysteine,-33.69618450016907,4.4.1.13
R04963,decanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),Malonyl-[acyl-carrier protein] + Decanoyl-[acp] <-> CO2 + Acyl-carrier protein + 3-Oxododecanoyl-[acp],,2.3.1.41/2.3.1.85/2.3.1.86/2.3.1.179
EX_C15602,Quinone,Quinone <-> ,,
R08624,2-(3'-methylthio)propylmalate hydroxymutase,2-(3'-Methylthio)propylmalic acid <-> 3-(3'-Methylthio)propylmalic acid,4.086538284819426,4.2.1.170
R01663,dCMP aminohydrolase,dCMP + H2O -> Ammonia + dUMP,-40.85908458077685,3.5.4.12
R04964,(3R)-3-hydroxydodecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase,(3R)-3-Hydroxydodecanoyl-[acyl-carrier protein] + NADP+ <-> H+ + 3-Oxododecanoyl-[acp] + NADPH,,1.1.1.100/1.1.1.-/2.3.1.85/2.3.1.86
R01229,GMP:diphosphate 5-phospho-alpha-D-ribosyltransferase,Diphosphate + GMP <- 5-Phospho-alpha-D-ribose 1-diphosphate + Guanine,32.18248011036411,2.4.2.8/2.4.2.22
R10244,purine-deoxynucleoside:phosphate ribosyltransferase,Orthophosphate + Purine deoxyribonucleoside <-> 2-Deoxy-D-ribose 1-phosphate + Purine,12.439057106320831,2.4.2.1
R10147,"L-aspartate-4-semialdehyde hydro-lyase [adding pyruvate and cyclizing (2S,4S)-4-hydroxy-2,3,4,5-tetrahydrodipicolinate-forming]","Pyruvate + L-Aspartate 4-semialdehyde -> (2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate + H2O",-84.63305655954193,4.3.3.7
R01577,D-arabinose aldose-ketose-isomerase,D-Arabinose <-> D-Ribulose,5.31079664732556,5.3.1.3
R12696,D-ribulose 1-phosphate glycolaldehyde-lyase (glycerone-phosphate-forming),D-Ribulose 1-phosphate <-> Glycerone phosphate + Glycolaldehyde,,4.1.2.17/4.1.2.-
EX_C00006,NADP+,NADP+ <-> ,,
R03990,"tetradecanoyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase",FAD + Tetradecanoyl-CoA -> trans-Tetradec-2-enoyl-CoA + FADH2,40.697523481965845,1.3.3.6/1.3.8.7/1.3.8.8/1.3.8.9
R05135,"2',3'-cyclic GMP 3'-nucleotidohydrolase","2',3'-Cyclic GMP + H2O -> Guanosine 3'-phosphate",-32.9469654945309,3.1.4.16
R00585,L-serine:pyruvate aminotransferase,Pyruvate + L-Serine <-> Hydroxypyruvate + L-Alanine,4.160825607621234,2.6.1.51
R03104,3-mercaptolactate:NAD+ oxidoreductase,3-Mercaptolactate + NAD+ <- Mercaptopyruvate + H+ + NADH,15.581674104730837,1.1.1.27
