Protein,MW,Length
WP_020335838.1,14.369298040000013,126
WP_014230715.1,30.623056239999986,268
WP_014230714.1,17.739374740000006,159
WP_014230713.1,17.144768340000024,157
WP_020335835.1,28.80418114,267
WP_020335833.1,43.522975040000006,391
WP_005383095.1,9.207540640000001,85
WP_005383096.1,11.521266040000006,103
WP_014230710.1,35.28303853999998,323
WP_014230709.1,7.010839439999997,63
WP_014230708.1,32.20300224,311
WP_014230707.1,16.97658904000002,156
WP_014230706.1,34.50217873999996,322
WP_020335831.1,92.33786404000003,859
WP_014230704.1,16.19898174000002,145
WP_020335830.1,25.70853134,234
WP_020335829.1,58.49339253999987,530
WP_020335828.1,36.770655139999974,330
WP_014230700.1,22.920618140000006,211
WP_020335826.1,49.927669539999926,452
WP_020335825.1,37.14299113999996,337
WP_014230697.1,19.63133254000001,176
WP_020335824.1,13.250600840000004,115
WP_020335823.1,140.12133894000075,1301
WP_024372773.1,63.73851113999987,571
WP_020335821.1,23.781374340000013,212
WP_014230692.1,7.77716044,67
WP_014230691.1,19.95892784000002,183
WP_014230690.1,12.225986340000008,107
WP_020335819.1,25.096553340000007,224
WP_020335818.1,26.310951640000006,242
WP_020335817.1,45.67332533999997,419
WP_020335816.1,18.029829140000018,165
WP_020335814.1,33.94745674000001,301
WP_020335813.1,22.840893140000006,205
WP_020335812.1,61.764617239999836,574
WP_014230682.1,52.773504239999895,476
WP_014230681.1,34.910791839999995,302
WP_020335811.1,31.408871640000015,291
WP_020335810.1,72.19019243999996,653
WP_020335809.1,22.378453740000023,190
WP_020335808.1,50.353071139999926,459
WP_020335807.1,17.282703440000017,153
WP_020335806.1,23.29386624000001,199
WP_014230674.1,21.822748439999998,206
WP_020335805.1,16.13619034000001,158
WP_005383141.1,14.202419540000001,126
WP_014230672.1,36.47352113999999,330
WP_014230671.1,23.348997740000016,206
WP_001118870.1,13.889984640000018,129
WP_005383154.1,13.28954044000001,118
WP_000868186.1,4.27823554,37
WP_014230670.1,48.51342603999993,444
WP_005383155.1,14.850312640000013,144
WP_000201159.1,6.583839439999998,58
WP_004745894.1,17.58331464000002,167
WP_005435088.1,12.615511640000005,117
WP_014230669.1,18.774616640000016,177
WP_005450567.1,14.00661334000001,130
WP_004745888.1,11.455328240000005,101
WP_005455660.1,20.13028674000001,179
WP_014230668.1,11.218023340000006,105
WP_004410450.1,13.569011340000015,123
WP_005379575.1,9.585145240000001,84
WP_005379576.1,7.193334339999998,63
WP_005379577.1,15.52531314000002,136
WP_014230667.1,25.550763939999985,232
WP_014230666.1,12.158083340000008,110
WP_004394525.1,10.427384340000001,92
WP_014230665.1,29.995507639999992,274
WP_004398471.1,11.128035540000004,100
WP_014230664.1,21.874205140000008,200
WP_014230663.1,22.359586640000018,209
WP_004410492.1,11.72065564,103
WP_014230662.1,8.069178039999999,73
WP_020335801.1,82.31968214000008,734
WP_014230660.1,36.84230114,335
WP_014230659.1,20.682017040000005,181
WP_020335799.1,19.56009324,183
WP_014230657.1,49.80390433999997,443
WP_020335798.1,32.87999874000002,305
WP_014230655.1,19.67988184000001,180
WP_014230654.1,9.395595039999998,80
WP_024372772.1,36.091748539999976,335
WP_020335796.1,23.28851334000002,204
WP_020335795.1,13.676507240000012,116
WP_020335794.1,15.786839040000016,141
WP_020335793.1,36.252431939999965,304
WP_020335792.1,13.091883540000008,115
WP_020335791.1,26.962391539999988,256
WP_020335790.1,25.05286524000001,214
WP_020335789.1,49.63652963999995,449
WP_020335786.1,72.12680943999982,657
WP_020335785.1,43.62542963999995,391
WP_020335784.1,21.650520840000016,208
WP_020335783.1,23.325103340000005,204
WP_020335782.1,30.73352664000001,277
WP_161624426.1,42.06648523999995,369
WP_020335780.1,34.52521714,297
WP_020335779.1,43.40847323999993,380
WP_152490613.1,46.78636703999992,405
WP_020335777.1,39.27742483999996,340
WP_020335776.1,49.13348753999987,428
WP_020335775.1,38.11989483999995,343
WP_020335774.1,10.407688740000003,90
WP_020335773.1,47.2720914399999,426
WP_020335771.1,79.23579384000004,721
WP_020335769.1,16.12155204,147
WP_020335768.1,41.277906539999954,378
WP_020335767.1,43.45156933999994,388
WP_020335766.1,14.762183440000015,130
WP_020335765.1,63.22381453999988,577
WP_020335764.1,29.56041104,261
WP_020335763.1,52.65972563999996,466
WP_020335762.1,32.76854873999999,297
WP_020335761.1,20.636153840000002,181
WP_024372771.1,32.183164239999996,273
WP_020335759.1,34.57803123999996,302
WP_020335758.1,32.798181639999996,301
WP_020335757.1,39.97983623999997,359
WP_020335756.1,34.478159940000005,306
WP_020335755.1,108.05978924000057,932
WP_020335754.1,27.977472040000016,246
WP_020335753.1,45.637744639999966,394
WP_020335752.1,33.28724924000002,298
WP_020335751.1,30.30658984,270
WP_020335750.1,16.028320240000006,143
WP_020335749.1,39.908806239999976,348
WP_020335748.1,78.56051184000002,677
WP_020335747.1,37.88818513999996,330
WP_020335746.1,38.92975553999998,342
WP_020335745.1,44.602007039999904,389
WP_020335744.1,24.256788340000014,216
WP_020335743.1,62.760835439999816,577
WP_201765966.1,35.01822764,302
WP_020335741.1,23.990027140000013,215
WP_020335740.1,34.89945693999997,320
WP_020335738.1,52.91093113999994,469
WP_020335737.1,40.12215553999994,366
WP_020335735.1,6.606298339999997,71
WP_020335734.1,25.351967440000013,223
WP_020335733.1,28.272815340000008,250
WP_020335732.1,83.88546904000019,735
WP_020335731.1,35.163309139999974,313
WP_020335730.1,37.31990653999997,326
WP_029791356.1,39.52695553999998,354
WP_020335728.1,45.811044540000005,416
WP_020335727.1,32.22486344,282
WP_014230595.1,36.72188883999999,322
WP_014230594.1,42.99942043999995,369
WP_014230593.1,26.94277354000001,235
WP_014230592.1,13.950560140000011,128
WP_020335726.1,42.08917953999998,371
WP_020335725.1,37.03070773999999,334
WP_020335724.1,39.48538993999998,355
WP_020335723.1,37.960497839999945,343
WP_020335722.1,17.797357640000016,159
WP_020335721.1,30.267762140000013,269
WP_020335720.1,18.833533140000007,158
WP_004410866.1,6.52373384,56
WP_005384783.1,9.035547040000003,78
WP_014230584.1,25.35212054,224
WP_020335718.1,42.484948539999955,399
WP_014230582.1,22.838411740000012,196
WP_020335717.1,36.26311193999997,316
WP_014230580.1,23.132267740000007,213
WP_020335716.1,25.725359339999997,238
WP_020335715.1,33.24701434,288
WP_020335714.1,78.21695554,699
WP_020335713.1,32.570641139999985,315
WP_076633420.1,15.573195940000016,138
WP_014230574.1,16.258670640000012,141
WP_014230573.1,31.26072354000003,279
WP_020335711.1,31.748840139999995,285
WP_020335710.1,69.64066833999986,608
WP_020335709.1,38.845714339999944,347
WP_014230569.1,37.901384339999936,341
WP_014230568.1,93.57418794000048,866
WP_014230567.1,28.445123539999997,254
WP_020335707.1,49.39176543999991,453
WP_005458945.1,19.32304504000002,175
WP_014230564.1,14.519722640000005,135
WP_014230563.1,22.999935040000015,210
WP_014230562.1,45.628131839999995,403
WP_014230561.1,23.486551940000002,207
WP_005379346.1,10.02230574,90
WP_014230559.1,79.82556284000002,706
WP_020335705.1,25.488055139999997,227
WP_020335704.1,76.69374354000007,693
WP_014230556.1,48.7285353399999,462
WP_020335703.1,47.820830139999906,430
WP_014230554.1,27.379624139999994,239
WP_014230553.1,11.17753014,99
WP_014230552.1,19.515080740000005,167
WP_024372768.1,70.20070523999983,626
WP_020335701.1,85.34682054000008,776
WP_020335700.1,17.453838640000008,154
WP_024372767.1,28.154301440000005,255
WP_024372766.1,27.52971784000002,240
WP_014230546.1,20.89827344000001,194
WP_020335697.1,21.239295140000017,189
WP_020335696.1,30.77177644,275
WP_024372765.1,27.551318639999987,253
WP_020335694.1,18.95091314000001,163
WP_020335693.1,45.03732783999996,399
WP_020335691.1,37.598270139999975,336
WP_020335689.1,25.33069153999999,221
WP_020335687.1,14.221567340000009,129
WP_014230537.1,22.202092939999993,199
WP_014230536.1,16.31332684000001,147
WP_020335686.1,44.696685639999984,405
WP_014230534.1,55.9031618399999,500
WP_014230533.1,73.18029544,673
WP_014230532.1,33.305983139999995,305
WP_014230531.1,14.903002440000005,128
WP_024372764.1,32.35540204,291
WP_014230529.1,60.12970113999985,542
WP_061778634.1,76.93338314000003,686
WP_014230527.1,34.90412173999999,305
WP_014230526.1,16.04632284000001,144
WP_020336299.1,34.850909640000005,314
WP_020336297.1,24.24909634,213
WP_020336295.1,20.634310540000005,185
WP_020336294.1,67.05618203999984,609
WP_014230521.1,51.45209583999992,469
WP_020336293.1,20.864678040000005,193
WP_014230519.1,38.73048053999999,348
WP_014230518.1,52.3595502399999,467
WP_020336292.1,94.96405004000019,848
WP_020336291.1,36.390340539999976,334
WP_020336290.1,53.72312803999991,463
WP_014230514.1,18.598691740000014,162
WP_020336289.1,20.303875539999996,180
WP_014230512.1,25.086397240000004,212
WP_020336288.1,9.736122440000004,89
WP_014230511.1,21.795837940000006,205
WP_014230510.1,24.653362840000007,219
WP_020336286.1,103.01963764000041,930
WP_020336285.1,16.428845340000013,144
WP_031779279.1,39.192495639999976,353
WP_020336283.1,29.31112644,257
WP_020336281.1,42.63886893999996,400
WP_014230503.1,27.79303764,248
WP_014230502.1,14.588731540000003,132
WP_014230501.1,9.40278784,88
WP_020336278.1,62.64338083999983,544
WP_020336277.1,23.805288740000012,211
WP_014230498.1,28.99197674,259
WP_020336276.1,58.47115033999993,510
WP_020336275.1,32.74781014,302
WP_020336274.1,92.20482994000028,817
WP_236614683.1,28.72638744000001,253
WP_020336272.1,60.701165139999944,548
WP_020336271.1,58.73671813999996,532
WP_020336270.1,14.521577240000015,129
WP_020336269.1,20.17984714000001,176
WP_020336268.1,52.4000601399999,467
WP_020336267.1,18.696731740000008,167
WP_014230487.1,18.02285614000001,158
WP_020336266.1,28.459785940000014,256
WP_020336265.1,33.692576339999995,306
WP_020336264.1,34.04085694,299
WP_020336263.1,48.03704393999999,433
WP_020336262.1,41.44560833999998,375
WP_020336261.1,21.197045340000017,185
WP_020336260.1,50.97659203999993,474
WP_076633422.1,32.73047174000002,296
WP_014230478.1,16.105486340000013,146
WP_020336259.1,6.916971340000001,66
WP_020336258.1,130.23063794000075,1174
WP_020336257.1,26.085990940000013,232
WP_020336256.1,43.68908663999993,397
WP_014230473.1,12.301431740000009,107
WP_014230472.1,20.036573239999996,175
WP_014230471.1,15.745027940000014,141
WP_020336255.1,32.29348184,292
WP_020336254.1,21.104356640000017,190
WP_024372757.1,28.390561039999994,259
WP_024372756.1,17.331021840000012,154
WP_014230466.1,77.05483544000002,680
WP_020336252.1,32.247774439999986,279
WP_020336250.1,48.78458743999993,451
WP_020336249.1,19.409192440000016,174
WP_020336248.1,21.843376240000005,204
WP_014230461.1,47.08543903999992,458
WP_014230460.1,19.60033164000002,175
WP_020336247.1,63.84481583999985,598
WP_024372755.1,36.697950939999984,335
WP_020336245.1,35.793525539999976,326
WP_020336244.1,34.522576539999974,314
WP_014230455.1,35.91665483999995,325
WP_014230454.1,57.448302739999924,517
WP_020336243.1,63.677125939999875,571
WP_029791350.1,9.46332184,82
WP_020336242.1,26.77761844,241
WP_014230450.1,14.334288340000002,137
WP_014230449.1,77.30806563999997,671
WP_014230448.1,21.701830740000005,193
WP_014230447.1,40.54238423999994,368
WP_020336241.1,111.73669814000047,1040
WP_014230445.1,9.500012839999998,83
WP_020336240.1,54.5970203399999,494
WP_014230443.1,33.104280239999994,296
WP_020336239.1,25.664704140000026,224
WP_020336238.1,48.48250293999995,428
WP_020336236.1,52.30857043999988,495
WP_020333588.1,20.604757140000007,175
WP_014230441.1,52.97757963999988,485
WP_014230440.1,22.243416940000017,207
WP_014230439.1,78.49074134000001,723
WP_020333587.1,41.33441823999994,391
WP_020333586.1,34.87221573999997,326
WP_024372653.1,35.383062139999964,313
WP_014230435.1,6.712959240000001,60
WP_014230434.1,9.413943840000002,82
WP_020333584.1,9.96195924,86
WP_020333583.1,19.651487640000006,184
WP_014230431.1,34.98965274000001,306
WP_020333582.1,76.01903453999999,688
WP_020333581.1,78.80565434000005,694
WP_020333580.1,46.550038939999936,417
WP_020333579.1,16.518629440000012,145
WP_020333578.1,89.63925944000015,805
WP_020333577.1,40.99363113999999,359
WP_014230423.1,40.70630393999999,366
WP_014230422.1,53.033231239999914,468
WP_014230421.1,27.55751794,248
WP_014230420.1,24.998939639999996,223
WP_020333576.1,27.24921454,245
WP_005378825.1,5.18023514,44
WP_020333575.1,12.486402240000004,107
WP_005378822.1,9.623263540000004,85
WP_014230417.1,60.72791903999982,540
WP_020333574.1,49.22369603999994,453
WP_020333573.1,15.736491440000004,144
WP_020333572.1,70.03242663999998,631
WP_020333571.1,23.96277554000002,211
WP_014233420.1,28.082498539999996,257
WP_020333570.1,32.44637604000003,293
WP_014233418.1,13.859825140000023,129
WP_014233417.1,30.174092939999987,270
WP_002540812.1,8.635516740000003,84
WP_014233416.1,17.604121640000002,156
WP_020333565.1,19.44105884000001,177
WP_014233414.1,55.59039043999995,513
WP_014233413.1,31.84657534000002,288
WP_014233412.1,50.628545639999956,467
WP_014233411.1,15.33342914,140
WP_014233410.1,48.511982939999925,453
WP_024372655.1,28.142242240000023,247
WP_020333562.1,29.066525140000007,258
WP_020333561.1,42.74552283999999,399
WP_014233406.1,33.99627223999999,300
WP_020333560.1,56.64155623999985,515
WP_020333559.1,65.61737433999994,613
WP_014233403.1,10.965709140000005,94
WP_020333557.1,59.26207293999991,548
WP_020333556.1,55.091080839999925,507
WP_020333555.1,35.82643363999999,318
WP_020333554.1,33.730601140000005,292
WP_014233398.1,22.750520740000006,200
WP_024372656.1,38.574687639999965,328
WP_020333551.1,54.15291733999988,473
WP_014233395.1,10.404031740000004,88
WP_014233394.1,5.859904640000002,55
WP_014233393.1,30.119888139999993,270
WP_020333550.1,24.04684594000001,217
WP_020333549.1,21.132071740000022,197
WP_020333548.1,52.231984739999874,481
WP_014233389.1,50.10825773999994,458
WP_020333547.1,47.80152533999999,427
WP_020333546.1,34.17509163999999,315
WP_014233386.1,19.478440040000013,172
WP_020333545.1,40.11997923999996,364
WP_020333544.1,39.92573553999995,369
WP_031779194.1,18.531271540000024,159
WP_020333542.1,20.83990184000002,189
WP_020333541.1,40.97260633999997,377
WP_005394016.1,16.598224840000018,161
WP_014233380.1,20.338089840000023,185
WP_020333539.1,35.21143203999997,305
WP_020333538.1,29.913838739999985,277
WP_020333537.1,9.92099054,87
WP_020333536.1,19.70940424000002,182
WP_020333409.1,50.89455083999991,459
WP_020333408.1,13.976626940000019,128
WP_020333407.1,72.68213933999995,646
WP_020333406.1,48.70936143999991,441
WP_024372572.1,28.35232774000001,258
WP_020333404.1,9.332565639999999,87
WP_024372573.1,26.795892839999986,255
WP_020333402.1,43.176314239999975,375
WP_020333401.1,65.60336573999987,596
WP_020333398.1,35.96140714,313
WP_024372574.1,42.61474943999993,397
WP_014233364.1,10.740405539999998,94
WP_020333396.1,17.352801440000018,151
WP_020333395.1,28.31925024000003,251
WP_061778640.1,31.822760740000007,275
WP_014233360.1,8.501648440000002,86
WP_020333393.1,82.3137132400001,724
WP_020333391.1,63.63004103999993,588
WP_020333390.1,23.703949940000015,219
WP_020333389.1,30.569643040000013,265
WP_020333388.1,33.65811024,304
WP_020333387.1,69.20014493999993,611
WP_014233352.1,11.615168440000003,101
WP_014233351.1,25.032654940000004,222
WP_014233350.1,54.80979093999993,497
WP_020333384.1,49.21300353999997,437
WP_014233348.1,11.701486240000012,108
WP_005378757.1,46.817882639999944,419
WP_020333381.1,37.548090140000006,331
WP_020333380.1,69.59080823999996,617
WP_020333379.1,10.048582040000003,89
WP_020333378.1,26.478788739999988,237
WP_014233343.1,44.70038513999999,393
WP_014233342.1,45.228011339999945,403
WP_014233341.1,27.083957240000025,242
WP_020334065.1,34.15819663999999,312
WP_020334064.1,97.51188484000025,841
WP_014233338.1,12.113521640000004,104
WP_020334062.1,45.86905643999998,417
WP_020334060.1,30.30344334,276
WP_024372612.1,27.709525539999994,243
WP_014233333.1,35.063073740000014,310
WP_020334058.1,26.745026739999993,238
WP_020334057.1,22.576943540000016,198
WP_020334056.1,57.24775623999996,516
WP_014233329.1,18.225963940000014,156
WP_020334055.1,31.294447739999992,278
WP_020334054.1,38.364745539999966,333
WP_020334053.1,21.69269694,205
WP_020334052.1,46.97107793999997,407
WP_014233324.1,12.903917740000002,111
WP_020334051.1,36.45852314,333
WP_020334050.1,17.72620164000001,164
WP_020334049.1,43.949177939999906,405
WP_020334048.1,39.00404323999997,337
WP_014233319.1,12.510360540000006,109
WP_020334046.1,14.415785540000007,122
WP_014233317.1,22.84328594,206
WP_014233316.1,8.568915440000005,73
WP_020334045.1,9.889286640000002,88
WP_020334044.1,22.55266354000002,199
WP_020334043.1,43.93954213999995,403
WP_014233312.1,25.33195604000001,224
WP_014233311.1,34.978818839999995,322
WP_014233310.1,32.58103794,285
WP_014233309.1,11.804101340000004,106
WP_020334039.1,31.39393103999999,280
WP_014233307.1,15.671210440000014,136
WP_020334038.1,20.595581340000003,179
WP_020334037.1,32.15134994000001,284
WP_020334036.1,90.96484034000011,808
WP_014233303.1,22.695915840000012,206
WP_020334034.1,30.68141454,264
WP_020334033.1,49.165102339999905,447
WP_014233300.1,51.24683783999992,466
WP_014233299.1,24.557029840000006,213
WP_014233298.1,13.25964654000001,123
WP_020334032.1,42.85748893999998,368
WP_020334031.1,68.12976473999998,611
WP_020334030.1,25.267636539999994,227
WP_014233294.1,29.800745040000017,271
WP_024372606.1,16.625163440000005,151
WP_236614682.1,109.96249104000056,985
WP_020336230.1,31.197569739999988,281
WP_020336229.1,16.932220940000022,155
WP_020336228.1,21.180541440000006,204
WP_236614681.1,24.35627154,216
WP_000462885.1,11.111774140000005,98
WP_014233263.1,35.63594413999999,322
WP_020336225.1,32.618945739999994,295
WP_014233261.1,49.29055913999989,447
WP_014233260.1,15.793109040000012,152
WP_014233259.1,16.32060994000002,149
WP_020336224.1,71.62283383999993,649
WP_014233257.1,23.849547140000013,209
WP_020336222.1,69.54566313999985,608
WP_020336221.1,43.404238339999964,396
WP_014233254.1,126.62185494000069,1144
WP_020336219.1,48.84872813999992,461
WP_014233252.1,17.85853784000001,160
WP_014233251.1,61.29382083999986,575
WP_020336217.1,10.256053740000002,87
WP_020336216.1,62.66580063999985,580
WP_014233248.1,22.77823244000002,209
WP_020336215.1,66.1706706399998,606
WP_014233246.1,45.34000923999995,435
WP_020336214.1,52.81446953999986,483
WP_020336212.1,19.302382940000008,177
WP_014233243.1,17.993523440000008,159
WP_020336211.1,52.665448139999945,465
WP_020336210.1,25.819716040000003,229
WP_020336209.1,19.210085040000003,170
WP_014233239.1,33.41874494000001,302
WP_014233238.1,34.571742339999986,320
WP_020336208.1,49.94866933999988,461
WP_005381516.1,10.249872540000004,96
WP_020336206.1,57.66186673999994,548
WP_020336205.1,22.913197540000024,200
WP_020336204.1,20.68435984000002,187
WP_020336203.1,49.26833933999995,431
WP_020336202.1,19.805738240000018,187
WP_014233234.1,17.73213554000003,164
WP_020336201.1,38.69345003999999,340
WP_014233232.1,20.586467740000014,188
WP_020336200.1,52.74288283999996,467
WP_020336199.1,13.662223940000015,125
WP_014233229.1,14.59467384000002,127
WP_014233228.1,27.565649639999993,248
WP_020336198.1,66.16473123999987,601
WP_020336197.1,36.29740283999998,323
WP_014233225.1,14.213861440000011,124
WP_014233224.1,24.475313640000017,211
WP_020336196.1,34.20634643999999,318
WP_031779273.1,42.89667753999997,382
WP_014233221.1,29.29073463999999,273
WP_020336194.1,37.19754663999997,345
WP_020336193.1,17.36160454000002,156
WP_014233218.1,15.98949584000002,144
WP_014233217.1,55.13911783999989,510
WP_020336192.1,31.69095884,295
WP_020336191.1,50.35998123999986,471
WP_020336190.1,31.64610073999998,285
WP_020336189.1,39.98138073999997,354
WP_020336188.1,20.855618640000007,181
WP_020336186.1,42.82293443999993,375
WP_014233210.1,17.487709640000013,154
WP_020336184.1,62.8308675399998,571
WP_020336183.1,75.43190944000008,676
WP_014233207.1,35.32451464,310
WP_014233206.1,9.857247639999999,87
WP_014233205.1,48.73744883999995,429
WP_014233204.1,44.28506314000003,400
WP_014233203.1,37.05343393999998,326
WP_014233202.1,6.44469914,61
WP_014233201.1,47.79864353999991,438
WP_020336182.1,23.99455004,211
WP_020336181.1,44.10464343999993,394
WP_014233198.1,15.723347240000013,141
WP_020336180.1,95.37604734000034,839
WP_014233196.1,26.62175634,247
WP_020336179.1,24.84210624,228
WP_014233194.1,37.56904114000001,338
WP_014233193.1,21.645753640000017,195
WP_014233192.1,43.354538039999895,403
WP_014233191.1,37.82088144,339
WP_020336178.1,51.95283123999994,485
WP_020336177.1,29.195925339999985,263
WP_005381432.1,23.66547614000002,210
WP_014233188.1,32.76730804,289
WP_014233187.1,8.11730034,70
WP_020336174.1,37.72438184000001,335
WP_014233185.1,19.09977024000001,162
WP_031334810.1,72.41712283999992,639
WP_020336172.1,22.872097240000006,198
WP_014233182.1,64.76360413999993,598
WP_014233181.1,7.757889739999998,66
WP_020336171.1,19.967804540000007,187
WP_014233179.1,33.27435603999999,313
WP_014233178.1,8.634756540000001,75
WP_020336170.1,36.41287994,328
WP_020336169.1,28.248738239999987,260
WP_014233175.1,26.838464340000023,240
WP_020336168.1,14.128708840000007,131
WP_020336167.1,12.787652940000005,118
WP_020336166.1,10.094447140000003,91
WP_004399892.1,13.70896154000001,124
WP_005382796.1,17.729678940000007,156
WP_014233171.1,77.59893864,699
WP_061778638.1,43.13602563999994,394
WP_076633424.1,6.76497984,61
WP_014233168.1,18.487004940000002,158
WP_014233167.1,45.987799539999955,423
WP_014233166.1,12.205733539999999,106
WP_020334622.1,41.97868384000001,387
WP_020334621.1,87.35161984000031,802
WP_014233163.1,33.16054163999999,298
WP_014233162.1,20.507335340000008,179
WP_014233161.1,99.18914384000033,877
WP_014233160.1,41.85181913999996,378
WP_020334620.1,36.04816413999999,334
WP_014233158.1,27.168282340000005,263
WP_014233157.1,44.44523843999996,404
WP_014233156.1,69.41908803999989,624
WP_020334619.1,26.90763104000001,242
WP_014233154.1,33.26653014,302
WP_020334618.1,95.02105694000029,855
WP_020334617.1,37.58778144,338
WP_024372660.1,22.349650940000007,191
WP_020334615.1,23.102594040000014,197
WP_020334614.1,19.007263240000018,171
WP_024372659.1,63.50946873999979,579
WP_014233147.1,19.459930940000014,172
WP_020334612.1,40.053040839999966,366
WP_020334611.1,55.373640739999985,497
WP_020334610.1,31.600845039999992,279
WP_014233143.1,24.40427584,223
WP_014233142.1,14.969041240000003,129
WP_014233141.1,10.93163334000001,100
WP_000090472.1,8.843283240000002,75
WP_014233140.1,15.75300264000001,150
WP_024372658.1,28.803559939999996,254
WP_020334607.1,51.67532333999995,466
WP_031779226.1,38.922699339999944,358
WP_020334605.1,15.634645340000006,139
WP_020334604.1,60.98683403999987,550
WP_005381269.1,16.765478640000023,153
WP_014233134.1,17.176613540000023,152
WP_014233133.1,36.45461783999996,326
WP_014233132.1,7.794829640000001,71
WP_020334602.1,24.505414039999987,219
WP_014233130.1,8.720772140000001,76
WP_020334601.1,68.95978143999989,623
WP_020334599.1,64.73050053999982,578
WP_020334598.1,29.802726539999988,259
WP_155521827.1,5.768944039999999,51
WP_020335423.1,47.01869173999998,404
WP_014234868.1,19.800657540000014,177
WP_020335424.1,81.93006444000018,726
WP_020335425.1,31.86448504000002,272
WP_020335426.1,40.27706964,348
WP_020335427.1,46.12598333999993,412
WP_020335428.1,33.59690564000001,277
WP_020335429.1,39.13659823999999,343
WP_020335430.1,46.9558251399999,435
WP_020335431.1,14.490039840000016,129
WP_020335433.1,12.608367140000002,108
WP_020335434.1,22.625553140000015,199
WP_020335435.1,37.603936739999945,344
WP_020335436.1,23.46690504,205
WP_020335437.1,31.15854894000001,291
WP_024372859.1,24.25076844000002,216
WP_020335439.1,15.86277124000001,150
WP_014234884.1,12.836657540000017,116
WP_014234885.1,48.538110139999944,438
WP_236614671.1,45.871295539999934,424
WP_020335441.1,50.95817183999995,474
WP_020335442.1,44.71678033999997,395
WP_031779249.1,63.16216593999991,578
WP_014234890.1,35.56667913999998,316
WP_020335444.1,68.27371593999987,608
WP_020335445.1,77.45535734000003,698
WP_020335447.1,28.454847740000012,261
WP_020335449.1,34.85293834000001,309
WP_020335450.1,69.71333923999991,655
WP_020335451.1,32.24945164000001,281
WP_020335452.1,50.013929940000004,446
WP_020335453.1,62.87512153999988,573
WP_020335454.1,19.45218704000002,190
WP_029791437.1,25.334244440000013,218
WP_020335456.1,25.555511440000025,222
WP_014234902.1,7.6335773399999995,66
WP_020335457.1,35.56766203999999,318
WP_020335458.1,34.93463424000002,308
WP_020335459.1,18.238957440000004,158
WP_020335460.1,37.469231739999984,334
WP_076633444.1,70.50651974000003,623
WP_020333412.1,60.734277639999874,547
WP_014234909.1,27.91200754000001,249
WP_014234910.1,31.69259694000002,287
WP_014234911.1,32.65311614,310
WP_014234912.1,28.783906740000006,273
WP_020333415.1,59.893129540000054,547
WP_014234914.1,50.42825553999991,447
WP_014234915.1,8.551514440000002,81
WP_024372651.1,33.74616783999998,308
WP_020333417.1,54.79002653999989,471
WP_020333418.1,30.551238640000033,271
WP_020333419.1,36.25961043999998,316
WP_014234920.1,25.713614739999997,236
WP_014234921.1,56.11064163999991,489
WP_020333420.1,56.831848839999964,494
WP_020333421.1,60.01725693999988,527
WP_014234924.1,14.935176340000012,125
WP_020333422.1,41.982328139999964,377
WP_014234926.1,19.679419140000025,182
WP_020333423.1,44.025204539999955,393
WP_020333424.1,31.700852540000003,284
WP_020333425.1,27.556764640000004,256
WP_020333426.1,18.51487354000001,166
WP_020333427.1,37.39369823999998,325
WP_020333428.1,10.190818240000002,91
WP_020333430.1,27.682660540000004,244
WP_020333431.1,87.90563144000029,786
WP_020333433.1,19.076667240000006,165
WP_020333434.1,76.08630113999997,677
WP_014234937.1,33.115835739999994,299
WP_020333435.1,59.03487023999989,563
WP_014234939.1,41.448816839999935,380
WP_014234940.1,13.032016440000008,115
WP_020333436.1,42.19517883999993,367
WP_020333437.1,26.02597144000001,239
WP_024372648.1,16.475008040000017,145
WP_024372647.1,7.277227440000002,67
WP_020333440.1,7.536756940000003,66
WP_014234946.1,37.72633963999998,343
WP_020333441.1,43.18426293999999,397
WP_020333442.1,87.88743784000017,774
WP_020333443.1,34.809694539999974,309
WP_020333444.1,52.32076893999994,471
WP_020333445.1,17.926364340000003,173
WP_020333446.1,51.29464933999997,457
WP_020333447.1,28.21786244000001,247
WP_020333449.1,24.292017239999996,230
WP_014234955.1,23.23392524000001,227
WP_014234956.1,34.423716639999974,309
WP_020333450.1,14.611523440000006,127
WP_076633446.1,12.93111074000001,117
WP_024372646.1,14.419427140000005,129
WP_031779192.1,27.82812704000002,250
WP_020333453.1,38.01107264,351
WP_014234961.1,11.115097240000004,95
WP_020333454.1,30.223932440000016,285
WP_020333456.1,83.10803494000001,726
WP_020333457.1,60.65112693999994,545
WP_014234965.1,7.743332639999997,67
WP_014234966.1,33.07083823999999,295
WP_014234967.1,25.37901994000002,228
WP_020333458.1,40.55421203999993,382
WP_014234969.1,24.24659323999999,221
WP_014234970.1,28.615807140000005,254
WP_020333459.1,17.212777440000018,150
WP_014234972.1,8.528878540000001,72
WP_020333460.1,42.071265439999976,384
WP_020333461.1,49.28445403999999,431
WP_020333462.1,18.59322544000002,162
WP_020333463.1,37.15693464000002,326
WP_014234977.1,32.60734243999999,290
WP_014234978.1,22.818257140000004,213
WP_020333464.1,26.263850940000015,240
WP_020333465.1,48.50061473999993,422
WP_014234981.1,45.38276823999995,434
WP_020333466.1,13.38235184000001,125
WP_020333467.1,40.36610213999994,374
WP_020333469.1,16.209600440000024,155
WP_020333471.1,26.147349940000012,245
WP_020333472.1,76.81223904000004,686
WP_014234984.1,25.664738540000005,225
WP_020333473.1,85.16014654000014,734
WP_020333474.1,81.80471584000009,726
